Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,12.784317,0
29,O1,Spectral spread,13.9560995,1
2,Fp2,Spectral spread,14.545089,0
32,P7,Spectral entropy,0.77414095,0
31,P4,Power bandwidth,23.981771,0
39,PO4,Average power,2.0150818e-08,0
30,F3,Power bandwidth,24.281752,1
27,F8,Average power,8.576821e-09,1
34,CP5,Max power spectrum,0.64017195,0
21,PO4,Spectral spread,12.082629,1
26,C3,Spectral centroid,16.419744,1
30,Fp2,Power bandwidth,26.531607,1
30,C3,Median frequency,12.049215,1
31,Oz,Max power spectrum,0.7159188,0
18,Oz,Median frequency,12.565848,0
27,F3,Spectral entropy,0.76349175,1
16,O1,Average power,2.0012365e-08,1
39,Cz,Spectral entropy,0.75956917,0
1,T7,Spectral centroid,17.584913,1
25,Fz,Average power,2.3638298e-08,0
1,F7,Spectral centroid,15.496318,1
7,T8,Spectral centroid,23.074755,1
0,P3,Median frequency,12.099213,1
18,CP6,Spectral spread,11.826976,0
16,Cz,Spectral spread,10.956467,1
32,Oz,Max power spectrum,0.7921765,0
38,Cz,Average power,1.5613072e-08,0
12,FC6,Average power,8.792556e-09,1
29,Fp2,Spectral entropy,0.7566871,1
29,P3,Spectral centroid,14.913401,1
3,Fp2,Power bandwidth,10.0326805,1
24,Pz,Average power,1.4691501e-08,0
13,Pz,Max power spectrum,1.0224001,0
13,P4,Average power,1.6231033e-08,0
2,Oz,Spectral centroid,17.223312,0
10,FC2,Max power spectrum,0.6716522,1
1,P8,Median frequency,12.599179,1
16,CP1,Average power,2.005664e-08,1
31,F3,Spectral spread,11.894449,0
15,CP5,Max power spectrum,0.5510152,0
31,Fz,Max power spectrum,0.77995294,0
21,PO4,Max power spectrum,0.9927951,1
23,Cz,Spectral spread,11.454905,1
14,T8,Spectral spread,14.434153,0
37,FC5,Average power,1.1607737e-08,0
29,FC6,Max power spectrum,0.6396124,1
14,C4,Spectral entropy,0.76635313,0
13,Cz,Spectral spread,11.794163,0
7,C3,Spectral entropy,0.76521045,1
9,Oz,Average power,1.6703325e-08,1
20,P7,Spectral entropy,0.7202854,1
28,Oz,Median frequency,13.499121,1
8,Fz,Spectral entropy,0.7666239,0
23,Oz,Spectral spread,12.935087,1
4,P8,Max power spectrum,2.2031648,0
19,FC6,Power bandwidth,39.814075,0
18,CP5,Average power,1.0391258e-08,0
29,PO4,Max power spectrum,0.7040171,1
15,O1,Spectral spread,13.463643,0
8,AF4,Power bandwidth,24.198425,0
27,O1,Spectral centroid,17.565763,1
37,P3,Spectral centroid,14.704893,0
1,F3,Median frequency,13.782436,1
20,P3,Power bandwidth,30.148037,1
33,FC1,Average power,1.4567973e-08,1
5,Cz,Spectral spread,11.375239,1
7,C4,Average power,9.81754e-09,1
24,CP2,Power bandwidth,23.565132,0
20,Fp1,Spectral entropy,0.46710113,1
9,O2,Median frequency,14.03242,1
37,AF3,Spectral spread,12.151399,0
5,Fz,Spectral entropy,0.75438434,1
16,PO4,Max power spectrum,0.5847207,1
7,AF3,Spectral entropy,0.7594267,1
17,AF3,Spectral entropy,0.7552673,0
16,O1,Spectral spread,12.857835,1
0,Cz,Max power spectrum,0.57166255,1
6,CP1,Spectral spread,12.416304,0
2,P7,Spectral entropy,0.7735731,0
5,T8,Average power,4.1843272e-08,1
39,C3,Spectral entropy,0.77432954,0
22,F3,Median frequency,12.232537,1
36,FC5,Spectral centroid,14.924541,0
20,F8,Median frequency,8.616106,1
20,F4,Spectral centroid,19.648642,1
0,PO3,Spectral spread,14.825481,1
38,AF3,Average power,1.3445734e-08,0
17,F8,Average power,7.777645e-09,0
3,FC1,Spectral entropy,0.75829595,1
21,CP5,Max power spectrum,0.77679104,1
14,F7,Spectral entropy,0.758934,0
32,CP5,Spectral centroid,14.82787,0
21,P3,Max power spectrum,0.7308358,1
4,F4,Average power,1.2984386e-08,0
37,AF3,Median frequency,13.115812,0
29,O2,Max power spectrum,0.47633177,1
9,Fp2,Power bandwidth,26.18163,1
24,P4,Average power,1.25308235e-08,0
38,FC2,Median frequency,12.799167,0
26,CP2,Median frequency,13.765771,1
7,T8,Median frequency,23.931776,1
29,FC2,Max power spectrum,0.599999,1
2,P8,Spectral centroid,14.821759,0
0,Fz,Spectral spread,12.917161,1
22,O2,Power bandwidth,29.631405,1
2,FC2,Spectral entropy,0.764828,0
36,P7,Spectral centroid,15.781774,0
15,O2,Spectral centroid,15.33509,0
17,Pz,Spectral entropy,0.75562936,0
38,PO3,Spectral spread,13.334085,0
24,Fz,Power bandwidth,24.298418,0
0,PO3,Power bandwidth,27.348219,1
17,P8,Spectral entropy,0.7649603,0
28,FC5,Max power spectrum,0.8810486,1
26,CP6,Median frequency,13.065816,1
6,Oz,Median frequency,13.999088,0
7,FC6,Median frequency,13.799102,1
30,P7,Spectral spread,13.366118,1
10,CP5,Spectral centroid,15.294652,1
33,F8,Spectral entropy,0.76462424,1
33,T7,Spectral spread,11.353611,1
12,Pz,Max power spectrum,0.6191395,1
18,C3,Median frequency,13.282469,0
39,F8,Spectral spread,12.603797,0
36,AF4,Max power spectrum,0.9299579,0
37,CP2,Spectral centroid,14.477694,0
10,CP5,Spectral entropy,0.7779079,1
2,CP5,Spectral entropy,0.77581763,0
4,PO4,Median frequency,12.515852,0
7,CP2,Max power spectrum,0.7393179,1
14,PO3,Power bandwidth,24.0651,0
13,P8,Spectral entropy,0.7370128,0
9,Cz,Spectral entropy,0.76357204,1
23,F3,Spectral entropy,0.7674691,1
20,Fz,Power bandwidth,18.965431,1
20,P4,Spectral entropy,0.61862326,1
14,C4,Max power spectrum,0.45780963,0
39,FC1,Average power,1.8010416e-08,0
1,Cz,Average power,1.4517951e-08,1
19,PO4,Power bandwidth,23.698458,0
36,PO4,Spectral entropy,0.75472426,0
20,P3,Max power spectrum,3.5733569,1
24,FC2,Median frequency,11.88256,0
5,P7,Max power spectrum,0.5158291,1
22,O1,Spectral centroid,17.621822,1
25,CP6,Median frequency,12.265868,0
12,Fp2,Average power,1.1492463e-08,1
29,P8,Spectral spread,11.7096405,1
38,T8,Median frequency,27.148233,0
4,C4,Max power spectrum,0.9326124,0
6,Fp2,Median frequency,11.715904,0
28,P7,Average power,1.4298303e-08,1
4,O1,Spectral entropy,0.6819048,0
28,P7,Max power spectrum,0.7465081,1
5,Fp1,Median frequency,9.46605,1
15,FC5,Spectral centroid,14.776057,0
0,FC6,Spectral centroid,16.005856,1
15,Fz,Spectral entropy,0.7408207,0
3,T7,Power bandwidth,24.998373,1
28,T8,Max power spectrum,0.25576568,1
19,PO3,Average power,2.230483e-08,0
30,CP1,Spectral spread,13.723327,1
12,P3,Spectral centroid,15.457879,1
19,CP5,Median frequency,12.932491,0
34,Fp1,Spectral entropy,0.74772245,0
17,O1,Median frequency,12.732505,0
28,C4,Spectral centroid,16.30395,1
26,F4,Median frequency,16.398932,1
18,F4,Average power,1.3567018e-08,0
26,F4,Max power spectrum,0.7519918,1
36,C3,Max power spectrum,0.531965,0
23,P4,Power bandwidth,23.931776,1
16,F7,Median frequency,13.332465,1
33,F7,Spectral entropy,0.7539105,1
5,CP6,Median frequency,12.365862,1
31,CP1,Median frequency,10.949287,0
15,C4,Spectral entropy,0.7522119,0
29,FC1,Spectral spread,13.37804,1
11,C3,Spectral spread,12.208726,1
4,Oz,Spectral centroid,17.66151,0
7,F3,Power bandwidth,24.481739,1
39,F4,Spectral entropy,0.7541044,0
9,CP6,Spectral centroid,15.154983,1
32,PO4,Average power,1.3420833e-08,0
5,F8,Average power,8.671575e-09,1
24,F3,Average power,1.620349e-08,0
28,CP1,Average power,1.5952663e-08,1
37,F4,Average power,1.512047e-08,0
28,PO4,Median frequency,12.199205,1
22,Fp1,Average power,9.314373e-09,1
38,P3,Average power,1.4400183e-08,0
15,C3,Spectral centroid,14.4143715,0
15,Oz,Power bandwidth,24.965042,0
13,FC2,Power bandwidth,25.46501,0
31,O2,Spectral spread,14.424837,0
10,O2,Spectral spread,14.027283,1
14,P8,Spectral entropy,0.7562407,0
22,O2,Spectral centroid,15.190416,1
29,CP2,Max power spectrum,0.46719,1
7,T7,Power bandwidth,25.065035,1
16,P8,Median frequency,11.765901,1
17,T8,Spectral spread,14.952563,0
5,Fp1,Average power,1.9266327e-08,1
37,F4,Spectral entropy,0.7578687,0
16,FC5,Average power,9.692788e-09,1
17,P7,Average power,1.3313605e-08,0
15,C3,Power bandwidth,21.64859,0
21,CP2,Spectral centroid,15.069028,1
37,Fz,Max power spectrum,0.72814304,0
7,C3,Average power,1.00966915e-08,1
5,FC1,Max power spectrum,0.5279253,1
5,F3,Power bandwidth,25.49834,1
19,P3,Spectral spread,12.438871,0
34,FC2,Spectral entropy,0.75768846,0
0,Oz,Spectral spread,14.604348,1
36,CP6,Spectral spread,13.263439,0
37,O1,Max power spectrum,0.83554417,0
12,P4,Power bandwidth,24.815052,1
35,FC6,Spectral centroid,16.041122,1
39,CP6,Median frequency,10.765965,0
25,CP5,Spectral centroid,15.369127,0
25,C4,Spectral spread,13.78168,0
15,CP6,Spectral centroid,14.397463,0
36,FC6,Spectral entropy,0.76543903,0
11,F7,Spectral entropy,0.7600201,1
32,AF4,Median frequency,11.799232,0
2,CP6,Power bandwidth,24.848383,0
16,AF4,Power bandwidth,23.61513,1
5,P3,Spectral entropy,0.76971513,1
11,O2,Spectral entropy,0.762598,1
18,O1,Power bandwidth,35.64768,0
11,C4,Power bandwidth,23.248486,1
20,Fp1,Median frequency,5.4829764,1
37,P3,Power bandwidth,22.198555,0
24,F7,Spectral centroid,15.702606,0
14,Fz,Spectral entropy,0.7534483,0
3,PO3,Median frequency,12.282534,1
38,FC1,Median frequency,13.732439,0
10,Fz,Average power,1.5233493e-08,1
36,FC6,Average power,1.0808687e-08,0
32,FC1,Max power spectrum,0.47618055,0
19,PO3,Spectral centroid,14.826214,0
0,P4,Max power spectrum,0.63354415,1
20,Cz,Spectral centroid,13.833247,1
23,PO4,Spectral spread,12.047376,1
25,CP5,Median frequency,12.33253,0
1,PO3,Spectral entropy,0.7664486,1
2,Cz,Median frequency,11.599245,0
13,T8,Max power spectrum,2.001044,0
8,F7,Spectral centroid,14.700291,0
26,FC5,Average power,1.1167552e-08,1
2,P8,Max power spectrum,0.74180293,0
7,CP1,Spectral spread,12.333563,1
25,Fz,Spectral entropy,0.75735784,0
1,PO3,Average power,1.4328476e-08,1
16,Fp1,Max power spectrum,0.88944745,1
27,O1,Median frequency,13.649112,1
3,CP1,Max power spectrum,0.5314879,1
19,T8,Power bandwidth,40.230713,0
5,F3,Average power,1.2461782e-08,1
19,Pz,Spectral spread,14.285105,0
30,P4,Spectral spread,11.8918295,1
3,PO3,Spectral centroid,15.101875,1
11,O2,Power bandwidth,31.98125,1
39,T8,Median frequency,23.298483,0
3,FC5,Spectral centroid,15.592109,1
34,Fp1,Median frequency,11.715904,0
