Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,17.073606,1
29,O1,Spectral spread,13.751915,0
2,Fp2,Spectral spread,11.227226,1
32,P7,Spectral entropy,0.62100965,0
31,P4,Power bandwidth,16.815573,0
39,PO4,Average power,2.4885088e-08,1
30,F3,Power bandwidth,15.815637,1
27,F8,Average power,3.2999875e-08,1
34,CP5,Max power spectrum,1.6367674,1
21,PO4,Spectral spread,15.211533,1
26,C3,Spectral centroid,14.558024,1
30,Fp2,Power bandwidth,5.7162943,1
30,C3,Median frequency,9.799362,1
31,Oz,Max power spectrum,1.2052242,0
18,Oz,Median frequency,6.3495865,0
27,F3,Spectral entropy,0.67445046,1
16,O1,Average power,2.3218558e-08,0
39,Cz,Spectral entropy,0.711405,1
1,T7,Spectral centroid,16.578005,1
25,Fz,Average power,1.4018086e-08,1
1,F7,Spectral centroid,16.744724,1
7,T8,Spectral centroid,13.481244,0
0,P3,Median frequency,10.649306,0
18,CP6,Spectral spread,13.431036,0
16,Cz,Spectral spread,15.602032,0
32,Oz,Max power spectrum,3.4232488,0
38,Cz,Average power,8.561125e-09,0
12,FC6,Average power,8.708892e-09,1
29,Fp2,Spectral entropy,0.5771771,0
29,P3,Spectral centroid,17.39444,0
3,Fp2,Power bandwidth,5.4329796,1
24,Pz,Average power,1.2687913e-08,1
13,Pz,Max power spectrum,1.3639343,1
13,P4,Average power,1.9271482e-08,1
2,Oz,Spectral centroid,12.127076,1
10,FC2,Max power spectrum,0.8829882,0
1,P8,Median frequency,7.932817,1
16,CP1,Average power,9.611715e-09,0
31,F3,Spectral spread,15.143163,0
15,CP5,Max power spectrum,4.036849,0
31,Fz,Max power spectrum,1.5132518,0
21,PO4,Max power spectrum,1.2076714,1
23,Cz,Spectral spread,13.002839,0
14,T8,Spectral spread,15.859211,0
37,FC5,Average power,4.2164274e-08,1
29,FC6,Max power spectrum,1.7317945,0
14,C4,Spectral entropy,0.7004634,0
13,Cz,Spectral spread,14.452232,1
7,C3,Spectral entropy,0.71502066,0
9,Oz,Average power,2.3744471e-08,1
20,P7,Spectral entropy,0.66104865,0
28,Oz,Median frequency,7.01621,0
8,Fz,Spectral entropy,0.69707656,1
23,Oz,Spectral spread,14.437559,0
4,P8,Max power spectrum,2.1550946,0
19,FC6,Power bandwidth,33.931126,0
18,CP5,Average power,1.28177655e-08,0
29,PO4,Max power spectrum,1.3527733,0
15,O1,Spectral spread,11.134744,0
8,AF4,Power bandwidth,12.715838,1
27,O1,Spectral centroid,11.562802,1
