Video,Channel,Feature,Value,Label
8,C4,Spectral spread,22.539719,0
29,Oz,Spectral spread,24.075644,0
2,P8,Spectral spread,26.219357,0
32,P3,Spectral entropy,0.5630951,1
31,Fz,Power bandwidth,20.681988,0
39,AF4,Average power,0.009323909,0
30,F7,Power bandwidth,9.966018,0
27,CP2,Average power,0.0102641,0
34,CP1,Max power spectrum,1.9254655,1
21,AF4,Spectral spread,27.910097,1
26,T7,Spectral centroid,18.26188,0
30,P8,Power bandwidth,9.916021,0
30,T7,Median frequency,9.666038,0
31,Pz,Max power spectrum,0.60752857,0
18,Pz,Median frequency,15.165679,1
27,F7,Spectral entropy,0.67110413,0
16,Oz,Average power,0.009585788,1
39,O2,Spectral entropy,0.6804295,0
1,C3,Spectral centroid,13.083052,0
25,PO4,Average power,0.010289732,0
1,F3,Spectral centroid,13.082957,0
7,Cz,Spectral centroid,23.357866,1
0,P7,Median frequency,5.049671,0
18,F8,Spectral spread,25.231647,1
16,O2,Spectral spread,27.274921,1
32,Pz,Max power spectrum,0.6331176,1
38,O2,Average power,0.009542252,0
12,C4,Average power,0.010441303,1
29,P8,Spectral entropy,0.6483708,0
29,P7,Spectral centroid,19.74363,0
3,P8,Power bandwidth,22.431873,0
24,PO3,Average power,0.009635632,0
13,PO3,Max power spectrum,1.3638576,1
13,Fz,Average power,0.010463815,1
2,Pz,Spectral centroid,20.348034,0
10,T8,Max power spectrum,1.111497,0
1,F4,Median frequency,4.183061,0
16,CP5,Average power,0.009585322,1
31,F7,Spectral spread,24.228752,0
15,CP1,Max power spectrum,1.6975676,0
31,PO4,Max power spectrum,0.60761505,0
21,AF4,Max power spectrum,1.3643898,1
23,O2,Spectral spread,22.337082,0
14,Cz,Spectral spread,27.271067,1
37,FC1,Average power,0.008038303,1
29,C4,Max power spectrum,2.2876034,0
14,FC2,Spectral entropy,0.68565,1
13,O2,Spectral spread,20.02011,1
7,T7,Spectral entropy,0.6785227,1
9,Pz,Average power,0.008189753,0
20,P3,Spectral entropy,0.65117663,1
28,Pz,Median frequency,11.782566,0
8,PO4,Spectral entropy,0.68166083,0
23,Pz,Spectral spread,22.337576,0
4,F4,Max power spectrum,2.0977437,0
19,C4,Power bandwidth,25.015038,1
18,CP1,Average power,0.007256754,1
