Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,15.425224,1
29,O1,Spectral spread,14.532604,0
2,Fp2,Spectral spread,15.189029,0
32,P7,Spectral entropy,0.7659133,0
31,P4,Power bandwidth,24.348415,0
39,PO4,Average power,4.275579e-09,0
30,F3,Power bandwidth,37.480892,0
27,F8,Average power,3.0676652e-08,1
34,CP5,Max power spectrum,0.57789147,1
21,PO4,Spectral spread,13.694362,0
26,C3,Spectral centroid,17.416035,1
30,Fp2,Power bandwidth,35.41436,0
30,C3,Median frequency,10.59931,0
31,Oz,Max power spectrum,0.9834277,0
18,Oz,Median frequency,12.415858,0
27,F3,Spectral entropy,0.8302999,1
16,O1,Average power,8.239253e-09,0
39,Cz,Spectral entropy,0.72724676,0
1,T7,Spectral centroid,19.195219,0
25,Fz,Average power,5.3825273e-09,0
1,F7,Spectral centroid,15.6868305,0
7,T8,Spectral centroid,24.76308,0
0,P3,Median frequency,9.649372,1
18,CP6,Spectral spread,14.138613,0
16,Cz,Spectral spread,14.490152,0
32,Oz,Max power spectrum,0.815908,0
38,Cz,Average power,4.2587622e-09,0
12,FC6,Average power,4.7441175e-09,0
29,Fp2,Spectral entropy,0.77712744,0
29,P3,Spectral centroid,14.305403,0
3,Fp2,Power bandwidth,25.998308,1
24,Pz,Average power,4.091688e-09,0
13,Pz,Max power spectrum,1.6128922,0
13,P4,Average power,3.5463472e-09,0
2,Oz,Spectral centroid,19.627392,0
10,FC2,Max power spectrum,0.89272124,0
1,P8,Median frequency,26.231625,0
16,CP1,Average power,3.979275e-09,0
31,F3,Spectral spread,14.355534,0
15,CP5,Max power spectrum,0.54511374,0
31,Fz,Max power spectrum,1.0789841,0
21,PO4,Max power spectrum,1.031685,0
23,Cz,Spectral spread,12.642145,0
14,T8,Spectral spread,16.513475,0
37,FC5,Average power,7.034116e-09,0
29,FC6,Max power spectrum,0.64242995,0
14,C4,Spectral entropy,0.7850349,0
13,Cz,Spectral spread,12.909856,0
7,C3,Spectral entropy,0.8044459,0
9,Oz,Average power,5.6268235e-09,0
20,P7,Spectral entropy,0.8143348,0
28,Oz,Median frequency,13.899096,0
8,Fz,Spectral entropy,0.74181205,1
23,Oz,Spectral spread,15.386895,0
4,P8,Max power spectrum,0.90627515,0
19,FC6,Power bandwidth,36.564285,0
18,CP5,Average power,4.272806e-09,0
29,PO4,Max power spectrum,1.9924676,0
15,O1,Spectral spread,14.997083,0
8,AF4,Power bandwidth,35.71434,1
27,O1,Spectral centroid,19.091131,1
37,P3,Spectral centroid,17.0669,0
1,F3,Median frequency,10.44932,0
20,P3,Power bandwidth,35.79767,0
33,FC1,Average power,3.6118968e-09,1
5,Cz,Spectral spread,13.5122385,1
7,C4,Average power,3.8941743e-09,0
24,CP2,Power bandwidth,29.94805,0
20,Fp1,Spectral entropy,0.8064309,0
9,O2,Median frequency,13.065816,0
37,AF3,Spectral spread,15.161007,0
5,Fz,Spectral entropy,0.7422993,1
16,PO4,Max power spectrum,0.52492064,0
7,AF3,Spectral entropy,0.8005834,0
17,AF3,Spectral entropy,0.7909145,1
16,O1,Spectral spread,15.415131,0
0,Cz,Max power spectrum,1.1172246,1
6,CP1,Spectral spread,15.552743,1
2,P7,Spectral entropy,0.8068204,0
5,T8,Average power,9.524151e-09,1
39,C3,Spectral entropy,0.7838338,0
22,F3,Median frequency,15.598985,0
36,FC5,Spectral centroid,19.71701,1
20,F8,Median frequency,16.998894,0
20,F4,Spectral centroid,18.941,0
0,PO3,Spectral spread,15.050574,1
38,AF3,Average power,9.8443556e-09,0
17,F8,Average power,6.444299e-09,1
3,FC1,Spectral entropy,0.7328263,1
21,CP5,Max power spectrum,1.0266681,0
14,F7,Spectral entropy,0.8024091,0
32,CP5,Spectral centroid,15.352765,0
21,P3,Max power spectrum,0.63151926,0
4,F4,Average power,4.8425504e-09,0
37,AF3,Median frequency,21.298613,0
29,O2,Max power spectrum,0.98445845,0
9,Fp2,Power bandwidth,37.664215,0
24,P4,Average power,4.0125228e-09,0
38,FC2,Median frequency,11.115943,0
26,CP2,Median frequency,11.615911,1
7,T8,Median frequency,25.398346,0
29,FC2,Max power spectrum,1.1508193,0
2,P8,Spectral centroid,19.804764,0
0,Fz,Spectral spread,13.262147,1
22,O2,Power bandwidth,26.281622,0
2,FC2,Spectral entropy,0.75419766,0
36,P7,Spectral centroid,17.84683,1
15,O2,Spectral centroid,16.929585,0
17,Pz,Spectral entropy,0.7412468,1
38,PO3,Spectral spread,14.03508,0
24,Fz,Power bandwidth,24.731724,0
0,PO3,Power bandwidth,33.731136,1
17,P8,Spectral entropy,0.7757657,1
28,FC5,Max power spectrum,0.72998196,0
26,CP6,Median frequency,13.7491045,1
6,Oz,Median frequency,20.132023,1
7,FC6,Median frequency,21.598595,0
30,P7,Spectral spread,15.043942,0
10,CP5,Spectral centroid,17.854485,0
33,F8,Spectral entropy,0.6794636,1
33,T7,Spectral spread,15.694897,1
12,Pz,Max power spectrum,1.680696,0
18,C3,Median frequency,12.049215,0
39,F8,Spectral spread,16.15105,0
36,AF4,Max power spectrum,0.95546466,1
37,CP2,Spectral centroid,15.452273,0
10,CP5,Spectral entropy,0.787654,0
2,CP5,Spectral entropy,0.8025666,0
4,PO4,Median frequency,11.199271,0
7,CP2,Max power spectrum,0.89402014,0
14,PO3,Power bandwidth,35.16438,0
13,P8,Spectral entropy,0.77469695,0
9,Cz,Spectral entropy,0.73176676,0
23,F3,Spectral entropy,0.8299634,0
20,Fz,Power bandwidth,34.614414,0
20,P4,Spectral entropy,0.77480847,0
14,C4,Max power spectrum,0.40831912,0
39,FC1,Average power,3.6433032e-09,0
1,Cz,Average power,6.540207e-09,0
19,PO4,Power bandwidth,28.731462,0
36,PO4,Spectral entropy,0.75015825,1
20,P3,Max power spectrum,2.8868425,0
24,FC2,Median frequency,10.999284,0
5,P7,Max power spectrum,1.2533046,1
22,O1,Spectral centroid,21.279581,0
25,CP6,Median frequency,14.382397,0
12,Fp2,Average power,4.5931148e-09,0
29,P8,Spectral spread,14.532766,0
38,T8,Median frequency,22.648525,0
4,C4,Max power spectrum,0.7790012,0
6,Fp2,Median frequency,11.9825535,1
28,P7,Average power,6.7836825e-09,0
4,O1,Spectral entropy,0.81361353,0
28,P7,Max power spectrum,0.7129342,0
5,Fp1,Median frequency,21.331945,1
15,FC5,Spectral centroid,17.006842,0
0,FC6,Spectral centroid,20.073631,1
15,Fz,Spectral entropy,0.7063195,0
3,T7,Power bandwidth,41.580627,1
28,T8,Max power spectrum,0.6593564,0
19,PO3,Average power,4.510265e-09,0
30,CP1,Spectral spread,13.422024,0
12,P3,Spectral centroid,15.749635,0
19,CP5,Median frequency,12.132544,0
34,Fp1,Spectral entropy,0.82683796,1
17,O1,Median frequency,17.415533,1
28,C4,Spectral centroid,16.69552,0
26,F4,Median frequency,16.148949,1
18,F4,Average power,6.9522734e-09,0
26,F4,Max power spectrum,0.7255195,1
36,C3,Max power spectrum,0.54059786,1
23,P4,Power bandwidth,27.198229,0
16,F7,Median frequency,17.88217,0
33,F7,Spectral entropy,0.7345528,1
5,CP6,Median frequency,14.499056,1
31,CP1,Median frequency,10.649306,0
15,C4,Spectral entropy,0.7622126,0
29,FC1,Spectral spread,15.262436,0
11,C3,Spectral spread,15.621523,0
4,Oz,Spectral centroid,18.299887,0
7,F3,Power bandwidth,37.330902,0
39,F4,Spectral entropy,0.81259173,0
9,CP6,Spectral centroid,17.609484,0
32,PO4,Average power,4.0367425e-09,0
5,F8,Average power,2.1453772e-08,1
24,F3,Average power,1.0563841e-08,0
28,CP1,Average power,3.0003988e-09,0
37,F4,Average power,9.255077e-09,0
28,PO4,Median frequency,11.065947,0
22,Fp1,Average power,5.1020494e-09,0
38,P3,Average power,3.6015428e-09,0
15,C3,Spectral centroid,15.752087,0
15,Oz,Power bandwidth,29.94805,0
13,FC2,Power bandwidth,30.831326,0
31,O2,Spectral spread,13.955655,0
10,O2,Spectral spread,13.57083,0
14,P8,Spectral entropy,0.767768,0
22,O2,Spectral centroid,15.168143,0
29,CP2,Max power spectrum,1.1296384,0
7,T7,Power bandwidth,41.14732,0
16,P8,Median frequency,12.33253,0
17,T8,Spectral spread,14.937676,1
5,Fp1,Average power,7.524656e-09,1
37,F4,Spectral entropy,0.7922925,0
16,FC5,Average power,6.01812e-09,0
17,P7,Average power,6.912946e-09,1
15,C3,Power bandwidth,31.114641,0
21,CP2,Spectral centroid,11.660219,0
37,Fz,Max power spectrum,0.734868,0
7,C3,Average power,3.808781e-09,0
5,FC1,Max power spectrum,0.83004683,1
5,F3,Power bandwidth,39.547424,1
19,P3,Spectral spread,12.914106,0
34,FC2,Spectral entropy,0.75712657,1
0,Oz,Spectral spread,15.761773,1
36,CP6,Spectral spread,14.716267,1
37,O1,Max power spectrum,0.63219076,0
12,P4,Power bandwidth,30.198034,0
35,FC6,Spectral centroid,21.280693,1
39,CP6,Median frequency,13.299134,0
25,CP5,Spectral centroid,18.64429,0
25,C4,Spectral spread,14.595461,0
15,CP6,Spectral centroid,15.604906,0
36,FC6,Spectral entropy,0.8122509,1
11,F7,Spectral entropy,0.80686265,0
32,AF4,Median frequency,12.6825075,0
2,CP6,Power bandwidth,33.56448,0
16,AF4,Power bandwidth,30.231365,0
5,P3,Spectral entropy,0.7601001,1
11,O2,Spectral entropy,0.7542011,0
18,O1,Power bandwidth,34.081116,0
11,C4,Power bandwidth,31.181303,0
20,Fp1,Median frequency,21.581928,0
37,P3,Power bandwidth,27.664865,0
24,F7,Spectral centroid,19.221577,0
14,Fz,Spectral entropy,0.7482001,0
3,PO3,Median frequency,14.699043,1
38,FC1,Median frequency,11.015949,0
10,Fz,Average power,6.0097105e-09,0
36,FC6,Average power,9.713232e-09,1
32,FC1,Max power spectrum,0.83219427,0
19,PO3,Spectral centroid,15.153144,0
0,P4,Max power spectrum,1.0295575,1
20,Cz,Spectral centroid,16.198273,0
23,PO4,Spectral spread,14.066776,0
25,CP5,Median frequency,15.265673,0
1,PO3,Spectral entropy,0.7364337,0
2,Cz,Median frequency,10.965953,0
13,T8,Max power spectrum,0.687787,0
8,F7,Spectral centroid,18.644974,1
26,FC5,Average power,5.089032e-09,1
2,P8,Max power spectrum,1.1079355,0
7,CP1,Spectral spread,14.3223095,0
25,Fz,Spectral entropy,0.75486606,0
1,PO3,Average power,1.9937982e-08,0
16,Fp1,Max power spectrum,0.64484864,0
27,O1,Median frequency,17.482195,1
3,CP1,Max power spectrum,0.8522154,1
19,T8,Power bandwidth,35.880997,0
5,F3,Average power,1.1011049e-08,1
19,Pz,Spectral spread,12.477576,0
30,P4,Spectral spread,12.955124,0
3,PO3,Spectral centroid,17.484983,1
11,O2,Power bandwidth,33.931126,0
39,T8,Median frequency,13.782436,0
3,FC5,Spectral centroid,20.416676,1
34,Fp1,Median frequency,21.698587,1
33,C4,Average power,3.5370014e-09,1
21,CP1,Max power spectrum,0.7216706,0
9,O2,Power bandwidth,31.064644,0
34,O1,Spectral centroid,19.976036,1
36,F8,Spectral spread,14.859027,1
17,CP1,Max power spectrum,1.1739535,1
35,CP2,Spectral centroid,13.856592,1
24,AF4,Spectral entropy,0.76428056,0
20,P8,Average power,2.9078809e-08,0
14,C3,Spectral entropy,0.7745294,0
28,Pz,Spectral centroid,14.482212,0
4,F8,Spectral spread,14.792339,0
15,P7,Power bandwidth,35.964325,0
17,F4,Spectral spread,13.866537,1
26,P8,Median frequency,13.532453,1
13,FC6,Spectral spread,15.399197,0
20,P8,Spectral centroid,24.542606,0
12,CP5,Power bandwidth,33.71447,0
29,Fz,Power bandwidth,24.348415,0
34,P3,Power bandwidth,33.497818,1
6,Pz,Spectral spread,14.903558,1
13,PO3,Median frequency,15.165679,0
23,F4,Average power,1.0349223e-08,0
22,Pz,Median frequency,9.982683,0
9,P4,Median frequency,11.682572,0
39,CP5,Spectral spread,13.630329,0
23,PO3,Power bandwidth,36.847603,0
35,Oz,Median frequency,13.549118,1
33,Oz,Power bandwidth,32.947853,1
28,FC6,Median frequency,15.898965,0
29,P4,Spectral centroid,14.898369,0
7,FC6,Spectral centroid,21.709728,0
4,C4,Average power,2.7735727e-09,0
13,CP6,Spectral centroid,17.027643,0
2,PO4,Spectral entropy,0.75422865,0
35,T8,Spectral spread,13.66974,1
26,FC6,Average power,5.6043588e-09,1
5,AF4,Average power,1.738219e-08,1
33,Fp2,Spectral spread,14.026544,1
3,F4,Spectral spread,14.286768,1
7,FC1,Spectral centroid,16.36221,0
16,CP6,Power bandwidth,30.214699,0
18,F7,Power bandwidth,36.147648,0
11,Cz,Median frequency,10.066011,0
25,Pz,Spectral entropy,0.7391317,0
3,O2,Max power spectrum,1.6254536,1
34,C4,Max power spectrum,1.3413842,1
38,CP1,Spectral entropy,0.72819036,0
12,AF4,Spectral spread,14.341308,0
24,PO3,Average power,5.081822e-09,0
25,Fp2,Spectral centroid,21.58841,0
5,O1,Power bandwidth,39.030792,1
8,Fz,Average power,5.8215015e-09,1
15,P3,Power bandwidth,29.814726,0
3,C4,Spectral spread,13.767795,1
14,PO4,Spectral spread,13.780818,0
14,P4,Median frequency,12.299199,0
32,FC1,Spectral centroid,14.984048,0
39,P4,Power bandwidth,27.164898,0
3,P7,Spectral centroid,20.75011,1
11,AF4,Power bandwidth,39.430767,0
35,Pz,Power bandwidth,25.298353,1
12,C4,Max power spectrum,0.9026286,0
33,FC5,Max power spectrum,0.7590596,1
19,P7,Max power spectrum,0.72767556,0
8,P8,Median frequency,13.599114,1
0,Oz,Spectral centroid,17.45844,1
32,F8,Spectral centroid,17.608925,0
32,P8,Power bandwidth,25.748323,0
33,O1,Max power spectrum,0.62428147,1
13,P3,Spectral spread,14.644296,0
7,Fz,Max power spectrum,1.036566,0
36,C4,Spectral spread,13.306198,1
11,P8,Spectral centroid,17.717768,0
1,CP1,Average power,5.5211657e-09,0
15,Cz,Median frequency,10.482651,0
5,FC2,Spectral spread,13.0542965,1
17,CP6,Spectral entropy,0.77197915,1
11,F4,Power bandwidth,37.79754,0
14,AF4,Spectral entropy,0.6997136,0
37,F7,Spectral centroid,20.373594,0
26,FC5,Median frequency,16.132282,1
38,P7,Power bandwidth,38.46416,0
31,Oz,Spectral centroid,17.22423,0
8,Fp2,Spectral entropy,0.7796997,1
27,O2,Median frequency,12.932491,1
16,O1,Median frequency,18.665451,0
25,Cz,Median frequency,10.29933,0
26,Oz,Average power,6.0435155e-09,1
21,CP2,Power bandwidth,22.06523,0
20,PO4,Power bandwidth,38.54749,0
6,P8,Average power,2.0112521e-08,1
38,AF4,Spectral entropy,0.741131,0
15,P7,Median frequency,15.998959,0
24,F3,Spectral entropy,0.82748294,0
29,Cz,Power bandwidth,23.298483,0
19,FC2,Median frequency,10.465985,0
5,FC2,Spectral entropy,0.7486126,1
5,Pz,Average power,4.0957264e-09,1
3,Pz,Max power spectrum,1.3996588,1
4,CP2,Spectral centroid,15.061016,0
18,PO4,Max power spectrum,0.57201815,0
2,Pz,Average power,3.4521086e-09,0
36,P7,Median frequency,14.982358,1
21,Fp1,Median frequency,17.598854,0
6,P4,Spectral spread,13.947949,1
25,P4,Spectral spread,13.017315,0
25,F8,Power bandwidth,39.247444,0
9,CP2,Median frequency,10.982618,0
23,T7,Spectral spread,13.845072,0
11,Fz,Spectral spread,14.248415,0
10,Cz,Spectral centroid,14.78773,0
29,F4,Power bandwidth,32.247902,0
17,PO3,Power bandwidth,36.8976,1
26,CP6,Spectral centroid,16.759405,1
30,FC2,Max power spectrum,0.6867063,0
24,F3,Median frequency,21.215286,0
35,FC5,Max power spectrum,0.6057694,1
35,P3,Power bandwidth,31.19797,1
13,C4,Power bandwidth,33.83113,0
15,Pz,Spectral centroid,14.345992,0
15,C4,Max power spectrum,1.0870272,0
39,Cz,Max power spectrum,1.2228212,0
38,FC6,Average power,8.961153e-09,0
19,CP5,Power bandwidth,29.148102,0
16,P8,Average power,4.7602455e-09,0
26,F3,Median frequency,23.581799,1
36,Fp2,Max power spectrum,1.2586157,1
35,FC2,Median frequency,10.699304,1
10,AF3,Power bandwidth,40.280712,0
17,P4,Spectral spread,13.729482,1
9,F7,Average power,8.298662e-09,0
39,FC1,Spectral spread,13.6769,0
12,FC6,Spectral spread,15.108296,0
22,Fz,Average power,1.20877655e-08,0
27,Fp2,Max power spectrum,0.54880244,1
7,AF4,Power bandwidth,27.1149,0
30,Pz,Power bandwidth,24.315084,0
22,P3,Spectral spread,13.124547,0
13,PO4,Median frequency,11.565914,0
38,F8,Max power spectrum,0.80841154,0
36,PO4,Median frequency,11.549248,1
0,Cz,Power bandwidth,24.998373,1
38,FC1,Max power spectrum,0.7101904,0
10,P3,Spectral centroid,17.345362,0
28,O2,Spectral entropy,0.75160795,0
27,P4,Power bandwidth,31.214634,1
7,PO3,Median frequency,15.715644,0
39,P4,Spectral entropy,0.7333823,0
6,Fp1,Max power spectrum,0.8997119,1
20,P8,Max power spectrum,0.50683326,0
2,CP1,Max power spectrum,0.8948162,0
16,F3,Spectral entropy,0.81869906,0
29,CP2,Spectral entropy,0.74305415,0
25,Oz,Average power,7.29351e-09,0
5,Oz,Spectral centroid,17.772589,1
33,P7,Spectral centroid,18.341774,1
0,PO4,Spectral entropy,0.7405081,1
11,FC2,Max power spectrum,0.88261914,0
6,P3,Max power spectrum,1.0921321,1
11,F7,Max power spectrum,0.5592232,0
2,AF4,Median frequency,10.499316,0
19,CP1,Spectral centroid,14.908337,0
11,FC5,Spectral entropy,0.78326476,0
23,T8,Median frequency,18.832108,0
12,P7,Spectral spread,13.56382,0
21,F8,Average power,7.1457182e-09,0
25,Pz,Spectral centroid,15.6997595,0
37,Oz,Median frequency,12.449189,0
4,FC1,Median frequency,11.215937,0
37,T8,Spectral entropy,0.8138162,0
21,FC5,Median frequency,13.482455,0
23,AF4,Median frequency,19.298744,0
3,F8,Max power spectrum,2.0081444,1
18,F4,Spectral centroid,19.339495,0
21,CP5,Spectral entropy,0.7740811,0
8,F3,Power bandwidth,40.080723,1
8,P4,Power bandwidth,29.314758,1
23,F4,Spectral spread,13.933463,0
2,FC6,Power bandwidth,38.330837,0
17,PO4,Power bandwidth,28.21483,1
21,Pz,Average power,4.7418416e-09,0
33,FC2,Average power,3.886589e-09,1
30,P4,Spectral centroid,14.763345,0
11,T7,Spectral spread,16.20878,0
11,P8,Max power spectrum,0.7635491,0
36,F7,Spectral spread,14.089847,1
2,FC2,Spectral centroid,16.316805,0
11,CP5,Power bandwidth,33.2645,0
11,P3,Spectral spread,14.045799,0
36,P8,Max power spectrum,0.66941446,1
6,C4,Power bandwidth,38.24751,1
27,Cz,Median frequency,10.282664,1
4,C4,Spectral spread,13.97672,0
29,Oz,Spectral entropy,0.75637674,0
13,FC6,Spectral entropy,0.7860832,0
18,O1,Spectral spread,14.300647,0
32,Pz,Average power,3.786133e-09,0
18,F3,Spectral entropy,0.82510006,0
35,Oz,Max power spectrum,0.51903456,1
9,Fz,Spectral centroid,15.0202265,0
1,P3,Median frequency,15.032354,0
15,PO3,Average power,5.7186225e-09,0
13,CP2,Average power,4.0766475e-09,0
39,T8,Spectral centroid,17.030186,0
26,O2,Spectral entropy,0.76717484,1
39,PO3,Power bandwidth,28.51481,0
33,Pz,Spectral spread,14.802843,1
28,FC6,Max power spectrum,0.81385577,0
1,PO3,Median frequency,17.332205,0
23,CP1,Max power spectrum,1.5080965,0
0,F7,Spectral entropy,0.72324616,1
32,FC6,Power bandwidth,33.147842,0
0,P7,Average power,7.737763e-09,1
20,Pz,Spectral entropy,0.74263084,0
23,Oz,Power bandwidth,35.64768,0
3,CP5,Spectral centroid,19.82813,1
13,F7,Average power,8.460508e-09,0
16,Fp2,Median frequency,15.532322,0
30,Pz,Spectral entropy,0.7213533,0
9,AF4,Median frequency,16.815573,0
19,Oz,Spectral centroid,15.67809,0
22,P4,Median frequency,9.916021,0
30,Fp1,Power bandwidth,38.09752,0
15,Fp2,Power bandwidth,38.347504,0
6,CP1,Average power,4.8623257e-09,1
0,Pz,Power bandwidth,28.081505,1
11,Pz,Average power,3.5231695e-09,0
27,FC2,Spectral entropy,0.7546411,1
17,P8,Max power spectrum,0.9697068,1
14,Cz,Spectral spread,14.021497,0
17,T7,Spectral spread,14.46361,1
32,FC6,Spectral centroid,17.350159,0
13,F3,Average power,1.1715617e-08,0
37,F3,Median frequency,21.748585,0
36,Fz,Median frequency,9.666038,1
19,CP6,Spectral spread,15.111626,0
7,P3,Power bandwidth,29.64807,0
16,Fz,Spectral entropy,0.74667525,0
17,Fz,Average power,5.8921703e-09,1
29,T8,Max power spectrum,0.7445271,0
21,Cz,Spectral spread,13.022534,0
6,Fz,Power bandwidth,24.63173,1
7,FC5,Max power spectrum,0.63451105,0
33,Cz,Median frequency,10.549314,1
37,FC5,Spectral spread,15.870385,0
4,FC2,Max power spectrum,0.70975566,0
19,P4,Median frequency,11.415923,0
36,Oz,Spectral spread,14.519697,1
16,C4,Spectral centroid,16.503063,0
12,P4,Spectral spread,16.795528,0
4,CP2,Median frequency,11.149274,0
23,FC1,Spectral entropy,0.75429493,0
10,F7,Average power,1.10057385e-08,0
4,T7,Spectral spread,14.329774,0
7,FC2,Median frequency,11.132608,0
3,Fp1,Power bandwidth,33.881126,1
36,F3,Spectral entropy,0.80966103,1
0,FC5,Spectral spread,14.242451,1
31,PO4,Power bandwidth,24.415077,0
12,CP2,Spectral entropy,0.74398017,0
0,F7,Max power spectrum,0.95473194,1
24,CP2,Average power,5.831455e-09,0
17,P3,Spectral centroid,16.73598,1
25,PO4,Spectral entropy,0.7537938,0
14,PO4,Max power spectrum,2.262286,0
14,AF3,Average power,2.2690838e-08,0
26,Pz,Spectral spread,12.855832,1
25,CP6,Spectral centroid,17.778242,0
21,F3,Average power,6.3089933e-09,0
34,FC6,Median frequency,21.331945,1
3,CP1,Spectral spread,12.606667,1
26,P3,Median frequency,13.3158,1
11,O2,Median frequency,13.46579,0
9,T8,Spectral entropy,0.8065396,0
6,F3,Power bandwidth,37.71421,1
1,PO4,Median frequency,13.899096,0
32,Cz,Median frequency,9.766031,0
24,Cz,Max power spectrum,0.4773922,0
22,Fp1,Power bandwidth,37.030922,0
27,C4,Spectral spread,14.84791,1
25,P7,Median frequency,15.082352,0
10,P3,Power bandwidth,34.547752,0
15,F7,Power bandwidth,39.364105,0
27,P4,Average power,4.3364694e-09,1
