Video,Channel,Feature,Value,Label
8,C4,Spectral spread,14.311324,1
29,Oz,Spectral spread,13.612783,1
2,P8,Spectral spread,12.203669,1
32,P3,Spectral entropy,0.7472625,0
31,Fz,Power bandwidth,22.981836,0
39,AF4,Average power,5.8508203e-09,0
30,F7,Power bandwidth,26.864918,0
27,CP2,Average power,2.0010056e-09,1
34,CP1,Max power spectrum,0.83197343,0
21,AF4,Spectral spread,16.393778,0
26,T7,Spectral centroid,21.740097,1
30,P8,Power bandwidth,22.06523,0
30,T7,Median frequency,10.365992,0
31,Pz,Max power spectrum,0.790753,0
18,Pz,Median frequency,11.232602,1
27,F7,Spectral entropy,0.75249356,1
16,Oz,Average power,6.7885457e-09,1
39,O2,Spectral entropy,0.7596509,0
1,C3,Spectral centroid,15.954477,1
25,PO4,Average power,1.1101478e-08,0
1,F3,Spectral centroid,14.09984,1
7,Cz,Spectral centroid,14.795768,0
0,P7,Median frequency,13.199141,1
18,F8,Spectral spread,12.66995,1
16,O2,Spectral spread,12.172515,1
32,Pz,Max power spectrum,0.9735058,0
38,O2,Average power,9.759835e-09,1
12,C4,Average power,5.6344986e-09,0
29,P8,Spectral entropy,0.717718,1
29,P7,Spectral centroid,15.731308,1
3,P8,Power bandwidth,31.014648,0
24,PO3,Average power,9.082558e-09,0
13,PO3,Max power spectrum,1.126307,0
13,Fz,Average power,3.5597694e-09,0
2,Pz,Spectral centroid,13.848325,1
10,T8,Max power spectrum,0.56506735,0
1,F4,Median frequency,10.699304,1
16,CP5,Average power,3.854013e-09,1
31,F7,Spectral spread,13.611713,0
15,CP1,Max power spectrum,1.4984128,1
31,PO4,Max power spectrum,0.8839889,0
21,AF4,Max power spectrum,5.098121,0
23,O2,Spectral spread,13.19222,0
14,Cz,Spectral spread,14.490672,0
37,FC1,Average power,2.5037084e-09,1
29,C4,Max power spectrum,1.7730789,1
14,FC2,Spectral entropy,0.7331136,0
13,O2,Spectral spread,12.969366,0
7,T7,Spectral entropy,0.8049514,0
9,Pz,Average power,3.7801122e-09,0
20,P3,Spectral entropy,0.7581964,1
28,Pz,Median frequency,10.865959,0
8,PO4,Spectral entropy,0.7478321,1
23,Pz,Spectral spread,14.437433,0
4,F4,Max power spectrum,1.0908676,1
19,C4,Power bandwidth,24.21509,1
18,CP1,Average power,1.8272767e-09,1
29,AF4,Max power spectrum,1.919656,1
15,Oz,Spectral spread,12.492297,1
8,P4,Power bandwidth,24.431744,1
27,Oz,Spectral centroid,15.788198,1
37,P7,Spectral centroid,16.01842,1
1,F7,Median frequency,10.199336,1
20,P7,Power bandwidth,24.865047,1
33,FC5,Average power,2.456854e-09,0
5,O2,Spectral spread,13.907145,0
7,FC2,Average power,2.442743e-09,0
24,FC6,Power bandwidth,29.881388,0
20,Fp1,Spectral entropy,0.7691552,1
9,Fp2,Median frequency,10.782631,0
37,AF3,Spectral spread,16.60978,1
5,PO4,Spectral entropy,0.74772555,0
16,AF4,Max power spectrum,1.0211393,1
7,AF3,Spectral entropy,0.6926159,0
17,AF3,Spectral entropy,0.7660093,1
16,Oz,Spectral spread,13.631153,1
0,O2,Max power spectrum,0.7687014,1
6,CP5,Spectral spread,14.103479,0
2,P3,Spectral entropy,0.722675,1
5,Cz,Average power,1.4943379e-09,0
39,T7,Spectral entropy,0.7809331,0
22,F7,Median frequency,10.515982,1
36,FC1,Spectral centroid,15.128611,1
20,CP2,Median frequency,11.31593,1
20,CP6,Spectral centroid,14.711105,1
0,O1,Spectral spread,12.782288,1
38,AF3,Average power,6.694681e-09,1
17,CP2,Average power,2.0303337e-09,1
3,FC5,Spectral entropy,0.790147,0
21,CP1,Max power spectrum,3.1564052,0
14,F3,Spectral entropy,0.7800327,0
32,CP1,Spectral centroid,14.426638,0
21,P7,Max power spectrum,2.6621299,0
4,CP6,Average power,2.8275584e-09,1
37,AF3,Median frequency,20.365341,1
29,Fp2,Max power spectrum,1.1656529,1
9,P8,Power bandwidth,25.931644,0
24,Fz,Average power,4.20689e-09,0
38,T8,Median frequency,21.698587,1
26,FC6,Median frequency,11.482586,1
7,Cz,Median frequency,11.349261,0
29,T8,Max power spectrum,1.3626658,1
2,F4,Spectral centroid,14.5006695,1
0,PO4,Spectral spread,12.987776,1
22,Fp2,Power bandwidth,33.68114,1
2,T8,Spectral entropy,0.81722003,1
36,P3,Spectral centroid,14.822168,1
15,Fp2,Spectral centroid,14.853304,1
17,PO3,Spectral entropy,0.742787,1
38,O1,Spectral spread,13.201504,1
24,PO4,Power bandwidth,20.731983,0
0,O1,Power bandwidth,30.598007,1
17,F4,Spectral entropy,0.7542285,1
28,FC1,Max power spectrum,1.6450194,0
26,F8,Median frequency,11.115943,1
6,Pz,Median frequency,11.549248,0
7,C4,Median frequency,13.432459,0
30,P3,Spectral spread,12.060265,0
10,CP1,Spectral centroid,14.931134,0
33,CP2,Spectral entropy,0.7546316,0
33,C3,Spectral spread,13.50685,0
12,PO3,Max power spectrum,0.97461635,0
18,T7,Median frequency,10.532648,1
39,CP2,Spectral spread,11.918444,0
36,P4,Max power spectrum,0.75933385,1
37,FC6,Spectral centroid,16.034435,1
10,CP1,Spectral entropy,0.7343656,0
2,CP1,Spectral entropy,0.7493206,1
4,AF4,Median frequency,10.565979,1
7,FC6,Max power spectrum,1.5118401,0
14,O1,Power bandwidth,31.08131,0
13,F4,Spectral entropy,0.69971335,0
9,O2,Spectral entropy,0.73869663,0
23,F7,Spectral entropy,0.72874063,0
20,PO4,Power bandwidth,20.831978,1
20,Fz,Spectral entropy,0.7532603,1
14,FC2,Max power spectrum,0.98383105,0
39,FC5,Average power,2.849182e-09,0
1,O2,Average power,8.819985e-09,1
19,AF4,Power bandwidth,30.864656,1
36,AF4,Spectral entropy,0.78708047,1
20,P7,Max power spectrum,0.7102333,1
24,T8,Median frequency,24.848383,0
5,P3,Max power spectrum,0.957345,0
22,Oz,Spectral centroid,16.554022,1
25,F8,Median frequency,10.915956,0
