Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,16.766926,1
29,O1,Spectral spread,14.869782,1
2,Fp2,Spectral spread,16.139282,0
32,P7,Spectral entropy,0.73409396,0
31,P4,Power bandwidth,25.981642,0
39,PO4,Average power,2.1614946e-08,1
30,F3,Power bandwidth,31.064644,1
27,F8,Average power,8.440028e-09,1
34,CP5,Max power spectrum,0.94565034,1
21,PO4,Spectral spread,12.904268,0
26,C3,Spectral centroid,17.18932,1
30,Fp2,Power bandwidth,40.264046,1
30,C3,Median frequency,13.115812,1
31,Oz,Max power spectrum,0.8326293,0
18,Oz,Median frequency,15.382332,0
27,F3,Spectral entropy,0.7382065,1
16,O1,Average power,1.3743587e-08,1
39,Cz,Spectral entropy,0.759414,1
1,T7,Spectral centroid,20.916676,1
25,Fz,Average power,7.778389e-09,0
1,F7,Spectral centroid,16.199003,1
7,T8,Spectral centroid,14.222529,1
0,P3,Median frequency,11.782566,0
18,CP6,Spectral spread,13.941925,0
16,Cz,Spectral spread,14.426348,1
32,Oz,Max power spectrum,0.7855509,0
38,Cz,Average power,4.155049e-09,0
12,FC6,Average power,4.536255e-09,0
29,Fp2,Spectral entropy,0.566025,1
29,P3,Spectral centroid,13.7930155,1
3,Fp2,Power bandwidth,27.714863,1
24,Pz,Average power,6.384868e-09,1
13,Pz,Max power spectrum,0.767118,0
13,P4,Average power,5.4257168e-09,0
2,Oz,Spectral centroid,16.922777,0
10,FC2,Max power spectrum,2.0896099,0
1,P8,Median frequency,10.765965,1
16,CP1,Average power,3.498762e-09,1
31,F3,Spectral spread,12.879047,0
15,CP5,Max power spectrum,1.0925635,1
31,Fz,Max power spectrum,1.069885,0
21,PO4,Max power spectrum,1.9770608,0
23,Cz,Spectral spread,13.214981,1
14,T8,Spectral spread,13.589052,0
37,FC5,Average power,5.233978e-09,0
29,FC6,Max power spectrum,0.7316224,1
14,C4,Spectral entropy,0.753329,0
13,Cz,Spectral spread,12.44731,0
7,C3,Spectral entropy,0.7291768,1
9,Oz,Average power,9.155262e-09,1
20,P7,Spectral entropy,0.588691,0
28,Oz,Median frequency,14.782371,1
8,Fz,Spectral entropy,0.7456517,1
23,Oz,Spectral spread,15.541167,1
4,P8,Max power spectrum,2.8194692,1
19,FC6,Power bandwidth,26.33162,1
18,CP5,Average power,3.3347274e-09,0
29,PO4,Max power spectrum,0.890844,1
15,O1,Spectral spread,13.517168,1
8,AF4,Power bandwidth,23.998438,1
27,O1,Spectral centroid,18.089743,1
37,P3,Spectral centroid,14.178774,0
1,F3,Median frequency,15.61565,1
20,P3,Power bandwidth,22.148558,0
33,FC1,Average power,4.246487e-09,1
5,Cz,Spectral spread,12.9381275,0
