Video,Channel,Feature,Value,Label
8,C4,Spectral spread,14.089531,1
29,Oz,Spectral spread,12.423697,0
2,P8,Spectral spread,12.973792,0
32,P3,Spectral entropy,0.7204033,0
31,Fz,Power bandwidth,17.932165,0
39,AF4,Average power,1.2563168e-08,1
30,F7,Power bandwidth,24.39841,0
27,CP2,Average power,2.3436812e-08,0
34,CP1,Max power spectrum,1.4186492,0
21,AF4,Spectral spread,15.094791,1
26,T7,Spectral centroid,13.835476,0
30,P8,Power bandwidth,18.415468,0
30,T7,Median frequency,11.649241,0
31,Pz,Max power spectrum,2.2118938,0
18,Pz,Median frequency,10.465985,0
27,F7,Spectral entropy,0.69104874,0
16,Oz,Average power,3.1989707e-08,1
39,O2,Spectral entropy,0.75759816,1
1,C3,Spectral centroid,16.1315,0
25,PO4,Average power,3.140001e-08,0
1,F3,Spectral centroid,11.368847,0
7,Cz,Spectral centroid,15.811963,0
0,P7,Median frequency,13.61578,1
18,F8,Spectral spread,16.086784,0
16,O2,Spectral spread,11.448178,1
32,Pz,Max power spectrum,0.78001887,0
38,O2,Average power,3.002172e-08,1
12,C4,Average power,9.9287725e-09,0
29,P8,Spectral entropy,0.74084073,0
29,P7,Spectral centroid,14.754142,0
3,P8,Power bandwidth,19.91537,0
24,PO3,Average power,2.7998146e-08,0
13,PO3,Max power spectrum,1.5070333,0
13,Fz,Average power,1.6288736e-08,0
2,Pz,Spectral centroid,13.511592,0
10,T8,Max power spectrum,1.1622001,0
1,F4,Median frequency,10.432654,0
16,CP5,Average power,1.5559648e-08,1
31,F7,Spectral spread,12.897518,0
15,CP1,Max power spectrum,0.84946525,1
31,PO4,Max power spectrum,1.3045174,0
21,AF4,Max power spectrum,0.46453974,1
23,O2,Spectral spread,12.913214,1
14,Cz,Spectral spread,13.005665,1
37,FC1,Average power,1.34391005e-08,0
29,C4,Max power spectrum,0.9227143,0
14,FC2,Spectral entropy,0.7223806,1
13,O2,Spectral spread,12.5173025,0
7,T7,Spectral entropy,0.78985447,0
9,Pz,Average power,2.1032298e-08,1
20,P3,Spectral entropy,0.7141797,0
28,Pz,Median frequency,10.199336,0
8,PO4,Spectral entropy,0.7128556,1
23,Pz,Spectral spread,14.604531,1
4,F4,Max power spectrum,0.5066457,0
19,C4,Power bandwidth,20.248682,0
18,CP1,Average power,1.30957485e-08,0
29,AF4,Max power spectrum,0.6892297,0
15,Oz,Spectral spread,14.874755,1
8,P4,Power bandwidth,18.048824,1
27,Oz,Spectral centroid,14.666951,0
37,P7,Spectral centroid,14.492728,0
1,F7,Median frequency,10.2160015,0
20,P7,Power bandwidth,22.531866,0
