Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,13.508054,0
29,O1,Spectral spread,13.151367,0
2,Fp2,Spectral spread,15.848761,0
32,P7,Spectral entropy,0.76856,1
31,P4,Power bandwidth,32.43122,0
39,PO4,Average power,4.217493e-09,0
30,F3,Power bandwidth,29.181433,1
27,F8,Average power,2.6527538e-09,1
34,CP5,Max power spectrum,0.78964823,1
21,PO4,Spectral spread,14.142904,1
26,C3,Spectral centroid,24.226269,0
30,Fp2,Power bandwidth,27.564873,1
30,C3,Median frequency,13.999088,1
31,Oz,Max power spectrum,1.7495965,0
18,Oz,Median frequency,10.849294,0
27,F3,Spectral entropy,0.71366286,1
16,O1,Average power,5.152816e-09,1
39,Cz,Spectral entropy,0.7355168,0
1,T7,Spectral centroid,19.61826,1
25,Fz,Average power,3.390935e-09,1
1,F7,Spectral centroid,20.140358,1
7,T8,Spectral centroid,22.097145,1
0,P3,Median frequency,11.9825535,1
18,CP6,Spectral spread,12.915998,0
16,Cz,Spectral spread,12.321769,1
32,Oz,Max power spectrum,1.3863752,1
38,Cz,Average power,1.6801655e-09,0
12,FC6,Average power,3.1617913e-09,0
29,Fp2,Spectral entropy,0.4832775,0
29,P3,Spectral centroid,15.073603,0
3,Fp2,Power bandwidth,27.6482,0
24,Pz,Average power,1.8275685e-09,0
13,Pz,Max power spectrum,1.0056663,1
13,P4,Average power,1.9818895e-09,1
2,Oz,Spectral centroid,14.774524,0
10,FC2,Max power spectrum,0.96559525,0
1,P8,Median frequency,12.515852,1
16,CP1,Average power,1.7566828e-09,1
31,F3,Spectral spread,14.64222,0
15,CP5,Max power spectrum,0.8467451,0
31,Fz,Max power spectrum,1.0907745,0
21,PO4,Max power spectrum,1.6054956,1
23,Cz,Spectral spread,13.598885,1
14,T8,Spectral spread,13.428103,1
37,FC5,Average power,1.7037476e-09,1
29,FC6,Max power spectrum,0.8651972,0
14,C4,Spectral entropy,0.7849845,1
13,Cz,Spectral spread,13.799466,1
7,C3,Spectral entropy,0.7946025,1
9,Oz,Average power,3.373911e-09,1
20,P7,Spectral entropy,0.7609125,1
28,Oz,Median frequency,11.399258,1
8,Fz,Spectral entropy,0.74948,0
23,Oz,Spectral spread,14.663386,1
4,P8,Max power spectrum,2.499419,0
19,FC6,Power bandwidth,40.080723,1
18,CP5,Average power,2.1263749e-09,0
29,PO4,Max power spectrum,2.3890877,0
15,O1,Spectral spread,12.41225,0
8,AF4,Power bandwidth,28.1815,0
27,O1,Spectral centroid,15.662713,1
37,P3,Spectral centroid,15.880876,1
1,F3,Median frequency,15.199011,1
20,P3,Power bandwidth,41.04733,1
33,FC1,Average power,3.1423606e-09,0
5,Cz,Spectral spread,12.534171,1
7,C4,Average power,2.4763946e-09,1
24,CP2,Power bandwidth,28.581472,0
20,Fp1,Spectral entropy,0.7762548,1
9,O2,Median frequency,11.782566,1
37,AF3,Spectral spread,14.477401,1
5,Fz,Spectral entropy,0.7240765,1
16,PO4,Max power spectrum,1.8867493,1
7,AF3,Spectral entropy,0.72544754,1
17,AF3,Spectral entropy,0.7348068,0
16,O1,Spectral spread,15.38149,1
0,Cz,Max power spectrum,2.4483216,1
6,CP1,Spectral spread,14.809534,1
2,P7,Spectral entropy,0.7289037,0
5,T8,Average power,3.3603234e-09,1
39,C3,Spectral entropy,0.78657824,0
22,F3,Median frequency,15.165679,0
36,FC5,Spectral centroid,20.481707,1
20,F8,Median frequency,24.198425,1
20,F4,Spectral centroid,22.290613,1
0,PO3,Spectral spread,12.487638,1
38,AF3,Average power,3.3219416e-09,0
17,F8,Average power,4.998073e-09,0
3,FC1,Spectral entropy,0.724223,0
21,CP5,Max power spectrum,1.5040464,1
14,F7,Spectral entropy,0.7205718,1
32,CP5,Spectral centroid,21.43042,1
21,P3,Max power spectrum,1.3886929,1
4,F4,Average power,1.5871948e-09,0
37,AF3,Median frequency,11.149274,1
29,O2,Max power spectrum,1.8726096,0
9,Fp2,Power bandwidth,28.598139,1
24,P4,Average power,2.2621454e-09,0
38,FC2,Median frequency,10.7493,0
26,CP2,Median frequency,20.015364,0
7,T8,Median frequency,21.53193,1
29,FC2,Max power spectrum,2.0776236,0
2,P8,Spectral centroid,15.060631,0
0,Fz,Spectral spread,12.212663,1
22,O2,Power bandwidth,36.88093,0
2,FC2,Spectral entropy,0.7235269,0
36,P7,Spectral centroid,15.466009,1
15,O2,Spectral centroid,16.262165,0
17,Pz,Spectral entropy,0.73204887,0
38,PO3,Spectral spread,14.112229,0
24,Fz,Power bandwidth,27.6482,0
0,PO3,Power bandwidth,27.298223,1
17,P8,Spectral entropy,0.75293666,0
28,FC5,Max power spectrum,0.4169823,1
26,CP6,Median frequency,22.448538,0
6,Oz,Median frequency,11.632576,1
7,FC6,Median frequency,21.38194,1
30,P7,Spectral spread,11.652215,1
10,CP5,Spectral centroid,17.682951,0
33,F8,Spectral entropy,0.75778973,0
33,T7,Spectral spread,15.134898,0
12,Pz,Max power spectrum,1.456704,0
18,C3,Median frequency,14.48239,0
39,F8,Spectral spread,14.485659,0
36,AF4,Max power spectrum,8.097445,1
37,CP2,Spectral centroid,14.941574,1
10,CP5,Spectral entropy,0.7819728,0
2,CP5,Spectral entropy,0.76183784,0
4,PO4,Median frequency,10.249332,0
7,CP2,Max power spectrum,1.5234646,1
14,PO3,Power bandwidth,26.66493,1
13,P8,Spectral entropy,0.7184467,1
9,Cz,Spectral entropy,0.7051504,1
23,F3,Spectral entropy,0.77260965,1
20,Fz,Power bandwidth,35.364365,1
20,P4,Spectral entropy,0.7955435,1
14,C4,Max power spectrum,0.8416987,1
39,FC1,Average power,2.1330038e-09,0
1,Cz,Average power,1.6760727e-09,1
19,PO4,Power bandwidth,31.264631,1
36,PO4,Spectral entropy,0.76661736,1
20,P3,Max power spectrum,0.7814446,1
24,FC2,Median frequency,11.265933,0
5,P7,Max power spectrum,1.0306857,1
22,O1,Spectral centroid,16.27822,0
25,CP6,Median frequency,14.48239,1
12,Fp2,Average power,3.5658667e-09,0
29,P8,Spectral spread,13.729755,0
38,T8,Median frequency,21.831911,0
4,C4,Max power spectrum,0.8507403,0
6,Fp2,Median frequency,11.082612,1
28,P7,Average power,5.060772e-09,1
4,O1,Spectral entropy,0.7511307,0
28,P7,Max power spectrum,0.78898835,1
5,Fp1,Median frequency,11.665907,1
15,FC5,Spectral centroid,20.94357,0
0,FC6,Spectral centroid,18.88481,1
15,Fz,Spectral entropy,0.7238542,0
3,T7,Power bandwidth,36.647614,0
28,T8,Max power spectrum,0.2119198,1
19,PO3,Average power,4.0039416e-09,1
30,CP1,Spectral spread,12.620123,1
12,P3,Spectral centroid,16.00324,0
19,CP5,Median frequency,22.031898,1
34,Fp1,Spectral entropy,0.71470475,1
17,O1,Median frequency,11.849229,0
28,C4,Spectral centroid,22.637836,1
26,F4,Median frequency,20.731983,0
18,F4,Average power,2.556432e-09,0
26,F4,Max power spectrum,0.9219008,0
36,C3,Max power spectrum,0.5314132,1
23,P4,Power bandwidth,35.514355,1
16,F7,Median frequency,12.765836,1
33,F7,Spectral entropy,0.8001183,0
5,CP6,Median frequency,13.46579,1
31,CP1,Median frequency,12.915826,0
15,C4,Spectral entropy,0.82615703,0
29,FC1,Spectral spread,12.821118,0
11,C3,Spectral spread,14.187406,0
4,Oz,Spectral centroid,15.368617,0
7,F3,Power bandwidth,29.38142,1
39,F4,Spectral entropy,0.67867213,0
9,CP6,Spectral centroid,15.510092,1
32,PO4,Average power,4.3045345e-09,1
5,F8,Average power,2.3470041e-09,1
24,F3,Average power,1.8276789e-09,0
28,CP1,Average power,2.3973863e-09,1
37,F4,Average power,2.782235e-09,1
28,PO4,Median frequency,11.715904,1
22,Fp1,Average power,2.1660707e-09,0
38,P3,Average power,2.6151972e-09,0
15,C3,Spectral centroid,19.633245,0
15,Oz,Power bandwidth,26.948246,0
13,FC2,Power bandwidth,27.181564,1
31,O2,Spectral spread,14.8533945,0
10,O2,Spectral spread,13.760728,0
14,P8,Spectral entropy,0.75192356,1
22,O2,Spectral centroid,18.570759,0
29,CP2,Max power spectrum,0.9138958,0
7,T7,Power bandwidth,41.013996,1
16,P8,Median frequency,12.782501,1
17,T8,Spectral spread,14.058162,0
5,Fp1,Average power,1.5937895e-09,1
37,F4,Spectral entropy,0.6667949,1
16,FC5,Average power,1.5447251e-09,1
17,P7,Average power,4.6260524e-09,0
15,C3,Power bandwidth,28.864788,0
21,CP2,Spectral centroid,21.836443,1
37,Fz,Max power spectrum,1.7052412,1
7,C3,Average power,2.0432127e-09,1
5,FC1,Max power spectrum,0.8101564,1
5,F3,Power bandwidth,32.914524,1
19,P3,Spectral spread,14.249227,1
34,FC2,Spectral entropy,0.738264,1
0,Oz,Spectral spread,12.630705,1
36,CP6,Spectral spread,13.591376,1
37,O1,Max power spectrum,1.8931723,1
12,P4,Power bandwidth,27.764858,0
35,FC6,Spectral centroid,22.436117,1
39,CP6,Median frequency,13.46579,0
25,CP5,Spectral centroid,17.336905,1
25,C4,Spectral spread,13.9048,1
15,CP6,Spectral centroid,19.303879,0
36,FC6,Spectral entropy,0.80675614,1
11,F7,Spectral entropy,0.71252656,0
32,AF4,Median frequency,16.132282,1
2,CP6,Power bandwidth,28.06484,0
16,AF4,Power bandwidth,27.431547,1
5,P3,Spectral entropy,0.7498798,1
11,O2,Spectral entropy,0.7159646,0
18,O1,Power bandwidth,24.331749,0
11,C4,Power bandwidth,29.598074,0
20,Fp1,Median frequency,20.198685,1
37,P3,Power bandwidth,27.214895,1
24,F7,Spectral centroid,17.619741,0
14,Fz,Spectral entropy,0.7388705,1
3,PO3,Median frequency,11.799232,0
38,FC1,Median frequency,10.965953,0
10,Fz,Average power,3.3073047e-09,0
36,FC6,Average power,6.7396875e-09,1
32,FC1,Max power spectrum,0.6920104,1
19,PO3,Spectral centroid,17.659824,1
0,P4,Max power spectrum,0.9770166,1
20,Cz,Spectral centroid,19.815208,1
23,PO4,Spectral spread,14.081722,1
25,CP5,Median frequency,14.082417,1
1,PO3,Spectral entropy,0.7247411,1
2,Cz,Median frequency,11.332596,0
13,T8,Max power spectrum,0.6183575,1
8,F7,Spectral centroid,25.450722,0
26,FC5,Average power,5.730282e-09,0
2,P8,Max power spectrum,1.292254,0
7,CP1,Spectral spread,13.602759,1
25,Fz,Spectral entropy,0.7266721,1
1,PO3,Average power,2.9835543e-09,1
16,Fp1,Max power spectrum,1.6010281,1
