Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,14.388428,0
29,O1,Spectral spread,15.50478,1
2,Fp2,Spectral spread,14.778301,1
32,P7,Spectral entropy,0.7937937,0
31,P4,Power bandwidth,29.364756,1
39,PO4,Average power,7.8929e-09,0
30,F3,Power bandwidth,38.264175,1
27,F8,Average power,3.4830727e-08,1
34,CP5,Max power spectrum,0.68183,0
21,PO4,Spectral spread,14.203454,0
26,C3,Spectral centroid,18.214258,1
30,Fp2,Power bandwidth,39.397434,1
30,C3,Median frequency,20.681988,1
31,Oz,Max power spectrum,0.8193035,1
18,Oz,Median frequency,18.29881,1
27,F3,Spectral entropy,0.800569,1
16,O1,Average power,7.792121e-09,1
39,Cz,Spectral entropy,0.7186454,0
1,T7,Spectral centroid,17.327078,0
25,Fz,Average power,3.4381504e-09,0
1,F7,Spectral centroid,18.2353,0
7,T8,Spectral centroid,20.735485,0
0,P3,Median frequency,16.798906,1
18,CP6,Spectral spread,16.558723,1
16,Cz,Spectral spread,13.109717,1
32,Oz,Max power spectrum,0.72658014,0
38,Cz,Average power,2.2631659e-09,0
12,FC6,Average power,2.731503e-08,0
29,Fp2,Spectral entropy,0.77059376,1
29,P3,Spectral centroid,18.734816,1
3,Fp2,Power bandwidth,39.180782,0
24,Pz,Average power,4.7796904e-09,0
13,Pz,Max power spectrum,2.6702569,0
13,P4,Average power,3.637785e-09,0
2,Oz,Spectral centroid,18.71948,1
10,FC2,Max power spectrum,1.1519035,0
1,P8,Median frequency,16.415598,0
16,CP1,Average power,1.7100827e-09,1
31,F3,Spectral spread,14.028481,1
15,CP5,Max power spectrum,0.66558343,0
31,Fz,Max power spectrum,2.0184183,1
21,PO4,Max power spectrum,0.9165111,0
23,Cz,Spectral spread,16.25883,1
14,T8,Spectral spread,14.264972,1
37,FC5,Average power,1.6421067e-08,1
29,FC6,Max power spectrum,0.22655432,1
14,C4,Spectral entropy,0.8262254,1
13,Cz,Spectral spread,13.695972,0
7,C3,Spectral entropy,0.8140384,0
9,Oz,Average power,7.644522e-09,0
20,P7,Spectral entropy,0.8169623,0
28,Oz,Median frequency,17.58219,0
8,Fz,Spectral entropy,0.7576594,0
23,Oz,Spectral spread,14.688057,1
4,P8,Max power spectrum,1.2886724,0
19,FC6,Power bandwidth,41.59729,1
18,CP5,Average power,4.306939e-09,1
29,PO4,Max power spectrum,1.5201946,1
15,O1,Spectral spread,13.70023,0
8,AF4,Power bandwidth,38.914135,0
27,O1,Spectral centroid,19.340328,1
37,P3,Spectral centroid,18.367872,1
1,F3,Median frequency,12.232537,0
20,P3,Power bandwidth,39.364105,0
33,FC1,Average power,3.1091343e-09,0
5,Cz,Spectral spread,14.314609,0
7,C4,Average power,2.2892896e-09,0
24,CP2,Power bandwidth,24.09843,0
20,Fp1,Spectral entropy,0.76154584,0
9,O2,Median frequency,17.682182,0
37,AF3,Spectral spread,15.124142,1
5,Fz,Spectral entropy,0.74057114,0
16,PO4,Max power spectrum,0.8587269,1
7,AF3,Spectral entropy,0.8065787,0
17,AF3,Spectral entropy,0.7709901,1
16,O1,Spectral spread,15.99909,1
0,Cz,Max power spectrum,1.5518034,1
6,CP1,Spectral spread,13.759726,0
2,P7,Spectral entropy,0.7923634,1
5,T8,Average power,1.1107889e-08,0
39,C3,Spectral entropy,0.7274711,0
22,F3,Median frequency,25.481674,1
36,FC5,Spectral centroid,28.314861,0
