Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,14.870624,1
29,O1,Spectral spread,15.096703,0
2,Fp2,Spectral spread,12.426089,0
32,P7,Spectral entropy,0.72773916,1
31,P4,Power bandwidth,20.498665,1
39,PO4,Average power,3.634064e-08,0
30,F3,Power bandwidth,22.581863,0
27,F8,Average power,1.8974895e-08,0
34,CP5,Max power spectrum,0.6509312,1
21,PO4,Spectral spread,14.28971,1
26,C3,Spectral centroid,14.247595,0
30,Fp2,Power bandwidth,23.76512,0
30,C3,Median frequency,13.282469,0
31,Oz,Max power spectrum,0.70164764,1
18,Oz,Median frequency,10.132673,1
27,F3,Spectral entropy,0.7306531,0
16,O1,Average power,1.7514976e-08,1
39,Cz,Spectral entropy,0.7521271,0
1,T7,Spectral centroid,14.750574,1
25,Fz,Average power,7.913889e-09,0
1,F7,Spectral centroid,12.911783,1
7,T8,Spectral centroid,14.004844,0
0,P3,Median frequency,10.082677,0
18,CP6,Spectral spread,13.610701,1
16,Cz,Spectral spread,12.314656,1
32,Oz,Max power spectrum,1.2555104,1
38,Cz,Average power,4.184767e-09,1
12,FC6,Average power,5.583294e-09,0
29,Fp2,Spectral entropy,0.69571114,0
29,P3,Spectral centroid,15.172873,0
3,Fp2,Power bandwidth,14.432394,1
24,Pz,Average power,5.867471e-09,1
13,Pz,Max power spectrum,0.9025811,1
13,P4,Average power,5.6897327e-09,1
2,Oz,Spectral centroid,14.33239,0
10,FC2,Max power spectrum,0.811933,1
1,P8,Median frequency,10.066011,1
16,CP1,Average power,4.3003605e-09,1
31,F3,Spectral spread,13.425263,1
15,CP5,Max power spectrum,1.4732482,1
31,Fz,Max power spectrum,0.6254654,1
21,PO4,Max power spectrum,0.9013639,1
23,Cz,Spectral spread,12.436063,1
14,T8,Spectral spread,15.597855,0
37,FC5,Average power,5.6020117e-09,0
29,FC6,Max power spectrum,2.6535056,0
14,C4,Spectral entropy,0.75980616,0
13,Cz,Spectral spread,12.584407,1
7,C3,Spectral entropy,0.7539195,0
9,Oz,Average power,5.8233853e-09,0
20,P7,Spectral entropy,0.5893254,1
28,Oz,Median frequency,10.44932,0
8,Fz,Spectral entropy,0.73386157,1
23,Oz,Spectral spread,13.777748,1
4,P8,Max power spectrum,0.7926066,0
19,FC6,Power bandwidth,23.731789,0
18,CP5,Average power,4.8988915e-09,1
29,PO4,Max power spectrum,1.1765344,0
