Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,12.401433,1
29,O1,Spectral spread,15.307451,0
2,Fp2,Spectral spread,14.296407,0
32,P7,Spectral entropy,0.7964641,0
31,P4,Power bandwidth,8.649437,1
39,PO4,Average power,8.277202e-09,1
30,F3,Power bandwidth,34.497753,1
27,F8,Average power,4.264244e-09,0
34,CP5,Max power spectrum,0.64732945,1
21,PO4,Spectral spread,13.332177,0
26,C3,Spectral centroid,17.447628,1
30,Fp2,Power bandwidth,29.214766,1
30,C3,Median frequency,18.882105,1
31,Oz,Max power spectrum,2.1321912,1
18,Oz,Median frequency,16.232277,1
27,F3,Spectral entropy,0.7530822,0
16,O1,Average power,1.2993061e-08,0
39,Cz,Spectral entropy,0.7527562,1
1,T7,Spectral centroid,17.540228,1
25,Fz,Average power,5.892002e-09,0
1,F7,Spectral centroid,16.646784,1
7,T8,Spectral centroid,18.37557,1
0,P3,Median frequency,11.715904,0
18,CP6,Spectral spread,13.602128,1
16,Cz,Spectral spread,13.000945,0
32,Oz,Max power spectrum,0.72910774,0
38,Cz,Average power,3.6716625e-09,0
12,FC6,Average power,3.1633085e-09,0
29,Fp2,Spectral entropy,0.74154466,0
29,P3,Spectral centroid,19.082346,0
3,Fp2,Power bandwidth,23.665127,0
24,Pz,Average power,5.070103e-09,0
13,Pz,Max power spectrum,1.2474306,0
13,P4,Average power,6.6325967e-09,0
2,Oz,Spectral centroid,20.173414,0
10,FC2,Max power spectrum,0.83924454,0
1,P8,Median frequency,15.082352,1
16,CP1,Average power,3.3972034e-09,0
31,F3,Spectral spread,15.820408,1
15,CP5,Max power spectrum,1.476118,0
31,Fz,Max power spectrum,2.7060323,1
21,PO4,Max power spectrum,0.9087439,0
23,Cz,Spectral spread,15.192967,1
14,T8,Spectral spread,13.974166,1
37,FC5,Average power,9.494876e-09,1
29,FC6,Max power spectrum,0.6150628,0
14,C4,Spectral entropy,0.7452166,1
13,Cz,Spectral spread,13.230933,0
7,C3,Spectral entropy,0.81296,1
9,Oz,Average power,1.2602569e-08,0
20,P7,Spectral entropy,0.78945136,0
28,Oz,Median frequency,16.598919,0
8,Fz,Spectral entropy,0.75671136,1
23,Oz,Spectral spread,13.158443,1
4,P8,Max power spectrum,0.91112715,0
19,FC6,Power bandwidth,32.164574,0
18,CP5,Average power,3.6269006e-09,1
29,PO4,Max power spectrum,0.86769694,0
15,O1,Spectral spread,14.705746,0
8,AF4,Power bandwidth,31.247965,1
27,O1,Spectral centroid,17.92162,0
37,P3,Spectral centroid,18.659483,1
1,F3,Median frequency,13.415793,1
20,P3,Power bandwidth,38.197514,0
33,FC1,Average power,6.452952e-09,1
5,Cz,Spectral spread,15.709853,1
7,C4,Average power,4.2182067e-09,1
24,CP2,Power bandwidth,27.948181,0
20,Fp1,Spectral entropy,0.5493504,0
9,O2,Median frequency,16.63225,0
37,AF3,Spectral spread,15.321637,1
5,Fz,Spectral entropy,0.7506936,1
16,PO4,Max power spectrum,1.1206102,0
7,AF3,Spectral entropy,0.73111576,1
17,AF3,Spectral entropy,0.7544386,1
16,O1,Spectral spread,15.004203,0
0,Cz,Max power spectrum,1.0972118,0
6,CP1,Spectral spread,14.765845,0
2,P7,Spectral entropy,0.8245116,0
5,T8,Average power,7.993693e-08,1
39,C3,Spectral entropy,0.8021487,1
22,F3,Median frequency,12.015884,0
36,FC5,Spectral centroid,23.886086,1
20,F8,Median frequency,17.298874,0
20,F4,Spectral centroid,19.886866,0
0,PO3,Spectral spread,13.649022,0
38,AF3,Average power,5.7946212e-09,0
17,F8,Average power,7.440741e-09,1
3,FC1,Spectral entropy,0.7420915,0
21,CP5,Max power spectrum,0.7033009,0
14,F7,Spectral entropy,0.7048508,1
32,CP5,Spectral centroid,17.626665,0
21,P3,Max power spectrum,0.7881187,0
4,F4,Average power,1.86548e-08,0
37,AF3,Median frequency,15.582319,1
29,O2,Max power spectrum,0.7766104,0
9,Fp2,Power bandwidth,30.614674,0
24,P4,Average power,5.834693e-09,0
38,FC2,Median frequency,11.782566,0
26,CP2,Median frequency,11.965888,1
7,T8,Median frequency,15.76564,1
29,FC2,Max power spectrum,0.44196332,0
2,P8,Spectral centroid,19.244587,0
0,Fz,Spectral spread,13.286248,0
22,O2,Power bandwidth,38.114185,0
2,FC2,Spectral entropy,0.7634311,0
36,P7,Spectral centroid,20.533344,1
15,O2,Spectral centroid,20.645823,0
17,Pz,Spectral entropy,0.7600266,1
38,PO3,Spectral spread,13.597059,0
24,Fz,Power bandwidth,26.264957,0
0,PO3,Power bandwidth,27.981512,0
17,P8,Spectral entropy,0.78304213,1
28,FC5,Max power spectrum,0.34357443,0
26,CP6,Median frequency,13.215806,1
6,Oz,Median frequency,16.465595,0
