Video,Channel,Feature,Value,Label
8,C4,Spectral spread,15.116926,0
29,Oz,Spectral spread,13.24631,1
2,P8,Spectral spread,13.726749,1
32,P3,Spectral entropy,0.5518075,1
31,Fz,Power bandwidth,15.598985,1
39,AF4,Average power,1.4607362e-08,1
30,F7,Power bandwidth,36.06432,1
27,CP2,Average power,3.4174052e-09,0
34,CP1,Max power spectrum,3.389256,1
21,AF4,Spectral spread,15.07694,0
26,T7,Spectral centroid,18.955631,0
30,P8,Power bandwidth,17.148884,1
30,T7,Median frequency,20.865309,1
31,Pz,Max power spectrum,6.6440964,1
18,Pz,Median frequency,9.132739,0
27,F7,Spectral entropy,0.6425322,0
16,Oz,Average power,2.3151093e-08,0
39,O2,Spectral entropy,0.6426296,1
1,C3,Spectral centroid,20.569794,0
25,PO4,Average power,5.3053553e-09,0
1,F3,Spectral centroid,18.999891,0
7,Cz,Spectral centroid,14.219518,0
0,P7,Median frequency,14.59905,0
18,F8,Spectral spread,15.597746,0
16,O2,Spectral spread,14.7464075,0
32,Pz,Max power spectrum,8.59895,1
38,O2,Average power,8.022222e-09,0
12,C4,Average power,2.7151259e-08,0
29,P8,Spectral entropy,0.67193115,1
29,P7,Spectral centroid,15.651594,1
3,P8,Power bandwidth,14.999023,1
24,PO3,Average power,2.3833268e-08,1
13,PO3,Max power spectrum,1.7870045,0
13,Fz,Average power,9.6434665e-09,0
2,Pz,Spectral centroid,12.16836,1
10,T8,Max power spectrum,4.1060276,0
1,F4,Median frequency,11.58258,0
16,CP5,Average power,1.952381e-08,0
31,F7,Spectral spread,15.982297,1
15,CP1,Max power spectrum,2.81105,0
31,PO4,Max power spectrum,4.8251767,1
21,AF4,Max power spectrum,1.7736425,0
23,O2,Spectral spread,13.637715,1
14,Cz,Spectral spread,16.553139,0
37,FC1,Average power,6.170268e-09,1
29,C4,Max power spectrum,1.9178262,1
14,FC2,Spectral entropy,0.65943646,0
13,O2,Spectral spread,14.83996,0
7,T7,Spectral entropy,0.5409376,0
9,Pz,Average power,4.463255e-09,0
20,P3,Spectral entropy,0.5881468,0
28,Pz,Median frequency,10.3993225,1
8,PO4,Spectral entropy,0.66466486,0
23,Pz,Spectral spread,13.28618,1
4,F4,Max power spectrum,5.8047905,1
19,C4,Power bandwidth,40.01406,1
18,CP1,Average power,8.569235e-09,0
29,AF4,Max power spectrum,2.8526514,1
15,Oz,Spectral spread,13.823278,0
8,P4,Power bandwidth,32.88119,0
27,Oz,Spectral centroid,13.354095,0
37,P7,Spectral centroid,13.102428,1
1,F7,Median frequency,15.132348,0
20,P7,Power bandwidth,2.4831717,0
33,FC5,Average power,1.8618794e-08,1
5,O2,Spectral spread,15.200315,0
7,FC2,Average power,9.872084e-09,0
24,FC6,Power bandwidth,29.94805,1
20,Fp1,Spectral entropy,0.45504636,0
9,Fp2,Median frequency,4.8830156,0
37,AF3,Spectral spread,14.691209,1
5,PO4,Spectral entropy,0.59543824,0
16,AF4,Max power spectrum,2.9707925,0
7,AF3,Spectral entropy,0.49555907,0
17,AF3,Spectral entropy,0.5294242,0
16,Oz,Spectral spread,18.12946,0
0,O2,Max power spectrum,1.6065704,0
6,CP5,Spectral spread,14.995812,0
2,P3,Spectral entropy,0.56119734,1
5,Cz,Average power,1.0253303e-08,0
39,T7,Spectral entropy,0.4533342,1
22,F7,Median frequency,8.666102,0
36,FC1,Spectral centroid,15.927803,0
20,CP2,Median frequency,10.532648,0
20,CP6,Spectral centroid,15.524061,0
0,O1,Spectral spread,15.678502,0
38,AF3,Average power,1.7554486e-08,0
17,CP2,Average power,7.874942e-09,0
3,FC5,Spectral entropy,0.71220446,1
21,CP1,Max power spectrum,2.887602,0
14,F3,Spectral entropy,0.71282387,0
32,CP1,Spectral centroid,16.300318,1
21,P7,Max power spectrum,1.7375501,0
4,CP6,Average power,1.2762355e-08,1
37,AF3,Median frequency,9.632707,1
29,Fp2,Max power spectrum,5.9236484,1
9,P8,Power bandwidth,31.83126,0
24,Fz,Average power,5.2816067e-09,1
38,T8,Median frequency,14.799037,0
26,FC6,Median frequency,10.382657,0
7,Cz,Median frequency,9.232732,0
29,T8,Max power spectrum,3.1338372,1
2,F4,Spectral centroid,14.081845,1
0,PO4,Spectral spread,14.798572,0
22,Fp2,Power bandwidth,4.0330706,0
2,T8,Spectral entropy,0.6275472,1
36,P3,Spectral centroid,16.942944,0
15,Fp2,Spectral centroid,11.7503,0
17,PO3,Spectral entropy,0.6236272,0
38,O1,Spectral spread,14.264425,0
24,PO4,Power bandwidth,26.564938,1
