Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,12.153746,1
29,O1,Spectral spread,14.278913,0
2,Fp2,Spectral spread,13.56817,1
32,P7,Spectral entropy,0.725024,1
31,P4,Power bandwidth,20.998632,0
39,PO4,Average power,9.556598e-09,0
30,F3,Power bandwidth,24.765055,1
27,F8,Average power,6.0139764e-09,0
34,CP5,Max power spectrum,0.6060284,1
21,PO4,Spectral spread,11.738026,0
26,C3,Spectral centroid,13.322449,1
30,Fp2,Power bandwidth,24.165092,1
30,C3,Median frequency,11.765901,1
31,Oz,Max power spectrum,0.7012051,0
18,Oz,Median frequency,14.099082,0
27,F3,Spectral entropy,0.7550808,0
16,O1,Average power,1.634962e-08,0
39,Cz,Spectral entropy,0.7441044,0
1,T7,Spectral centroid,13.423531,1
25,Fz,Average power,1.7585105e-08,0
1,F7,Spectral centroid,15.731668,1
7,T8,Spectral centroid,15.551295,0
0,P3,Median frequency,11.165939,1
18,CP6,Spectral spread,13.505454,0
16,Cz,Spectral spread,11.622387,0
32,Oz,Max power spectrum,0.6707424,1
38,Cz,Average power,3.731676e-09,1
12,FC6,Average power,4.223298e-09,1
29,Fp2,Spectral entropy,0.72068614,0
29,P3,Spectral centroid,15.292535,0
3,Fp2,Power bandwidth,24.331749,0
24,Pz,Average power,1.0184418e-08,1
13,Pz,Max power spectrum,1.1288906,0
13,P4,Average power,5.762811e-09,0
2,Oz,Spectral centroid,18.558884,1
10,FC2,Max power spectrum,0.9043798,0
1,P8,Median frequency,11.032615,1
16,CP1,Average power,3.3492333e-09,0
31,F3,Spectral spread,12.586786,0
15,CP5,Max power spectrum,1.105087,1
31,Fz,Max power spectrum,0.85235596,0
21,PO4,Max power spectrum,0.61157745,0
23,Cz,Spectral spread,11.285525,0
14,T8,Spectral spread,12.361237,1
37,FC5,Average power,5.868134e-09,1
29,FC6,Max power spectrum,0.868183,0
14,C4,Spectral entropy,0.7310206,1
13,Cz,Spectral spread,11.210329,0
7,C3,Spectral entropy,0.7476193,0
9,Oz,Average power,7.3420745e-09,0
20,P7,Spectral entropy,0.70749027,1
28,Oz,Median frequency,13.182475,1
8,Fz,Spectral entropy,0.733164,1
23,Oz,Spectral spread,13.093877,0
4,P8,Max power spectrum,0.9963858,1
19,FC6,Power bandwidth,27.581537,0
18,CP5,Average power,5.397238e-09,0
29,PO4,Max power spectrum,0.43123624,0
15,O1,Spectral spread,15.499997,1
8,AF4,Power bandwidth,24.181759,1
27,O1,Spectral centroid,18.613415,0
37,P3,Spectral centroid,15.421887,1
1,F3,Median frequency,11.232602,1
20,P3,Power bandwidth,28.981447,1
33,FC1,Average power,4.2232107e-09,1
5,Cz,Spectral spread,12.994808,0
7,C4,Average power,5.4923306e-09,0
24,CP2,Power bandwidth,20.731983,1
20,Fp1,Spectral entropy,0.71147674,1
9,O2,Median frequency,11.515917,0
37,AF3,Spectral spread,13.94131,1
5,Fz,Spectral entropy,0.7505563,0
16,PO4,Max power spectrum,0.7340999,0
7,AF3,Spectral entropy,0.74939525,0
17,AF3,Spectral entropy,0.7490973,0
16,O1,Spectral spread,15.318635,0
0,Cz,Max power spectrum,0.5473956,1
6,CP1,Spectral spread,11.738311,0
2,P7,Spectral entropy,0.74887997,1
5,T8,Average power,6.780128e-09,0
39,C3,Spectral entropy,0.7349559,0
22,F3,Median frequency,11.31593,1
36,FC5,Spectral centroid,14.630871,1
20,F8,Median frequency,9.999349,1
20,F4,Spectral centroid,15.029648,1
0,PO3,Spectral spread,12.975569,1
38,AF3,Average power,5.7200227e-09,1
17,F8,Average power,5.940055e-09,0
3,FC1,Spectral entropy,0.7401905,0
21,CP5,Max power spectrum,1.1205779,0
14,F7,Spectral entropy,0.72765577,1
32,CP5,Spectral centroid,15.92911,1
21,P3,Max power spectrum,1.5952353,0
4,F4,Average power,4.7120787e-09,1
37,AF3,Median frequency,11.699239,1
29,O2,Max power spectrum,0.81404513,0
9,Fp2,Power bandwidth,25.065035,0
24,P4,Average power,4.986203e-09,1
38,FC2,Median frequency,11.032615,1
26,CP2,Median frequency,9.449385,1
7,T8,Median frequency,10.715969,0
29,FC2,Max power spectrum,0.86141264,0
2,P8,Spectral centroid,15.995274,1
0,Fz,Spectral spread,11.820834,1
22,O2,Power bandwidth,24.715057,1
2,FC2,Spectral entropy,0.7373222,1
36,P7,Spectral centroid,14.466637,1
15,O2,Spectral centroid,14.443597,1
17,Pz,Spectral entropy,0.7004464,0
38,PO3,Spectral spread,13.4819765,1
24,Fz,Power bandwidth,25.34835,1
0,PO3,Power bandwidth,20.498665,1
17,P8,Spectral entropy,0.733707,0
28,FC5,Max power spectrum,1.4182848,1
26,CP6,Median frequency,9.432719,1
6,Oz,Median frequency,11.46592,0
7,FC6,Median frequency,12.149209,0
30,P7,Spectral spread,13.275098,1
10,CP5,Spectral centroid,14.939037,0
33,F8,Spectral entropy,0.7199792,1
33,T7,Spectral spread,15.035551,1
12,Pz,Max power spectrum,0.9732273,1
18,C3,Median frequency,11.949222,0
39,F8,Spectral spread,16.348202,0
36,AF4,Max power spectrum,1.2440361,1
37,CP2,Spectral centroid,14.068564,1
10,CP5,Spectral entropy,0.73578525,0
2,CP5,Spectral entropy,0.744991,1
4,PO4,Median frequency,10.89929,1
7,CP2,Max power spectrum,1.325718,0
14,PO3,Power bandwidth,19.49873,1
13,P8,Spectral entropy,0.72121,0
9,Cz,Spectral entropy,0.7411572,0
23,F3,Spectral entropy,0.7475871,0
20,Fz,Power bandwidth,23.998438,1
20,P4,Spectral entropy,0.6988511,1
14,C4,Max power spectrum,1.0579636,1
39,FC1,Average power,3.9003387e-09,0
1,Cz,Average power,3.6530934e-09,1
19,PO4,Power bandwidth,16.615585,0
36,PO4,Spectral entropy,0.70935726,1
20,P3,Max power spectrum,1.7265828,1
24,FC2,Median frequency,11.615911,1
5,P7,Max power spectrum,1.0636357,0
22,O1,Spectral centroid,19.495903,1
25,CP6,Median frequency,6.8328886,0
12,Fp2,Average power,1.0648601e-08,1
29,P8,Spectral spread,12.782045,0
38,T8,Median frequency,11.232602,1
4,C4,Max power spectrum,0.66259193,1
6,Fp2,Median frequency,9.382723,0
28,P7,Average power,8.611813e-09,1
4,O1,Spectral entropy,0.7815813,1
28,P7,Max power spectrum,0.79011893,1
5,Fp1,Median frequency,11.082612,0
15,FC5,Spectral centroid,14.74271,1
0,FC6,Spectral centroid,15.297376,1
15,Fz,Spectral entropy,0.737607,1
3,T7,Power bandwidth,26.281622,0
28,T8,Max power spectrum,1.7403269,1
19,PO3,Average power,2.3363786e-08,0
30,CP1,Spectral spread,13.146477,1
12,P3,Spectral centroid,15.511426,1
19,CP5,Median frequency,10.665973,0
34,Fp1,Spectral entropy,0.739354,1
17,O1,Median frequency,15.199011,0
28,C4,Spectral centroid,15.34472,1
26,F4,Median frequency,9.949352,1
18,F4,Average power,5.0341824e-09,0
26,F4,Max power spectrum,0.41952488,1
36,C3,Max power spectrum,1.0367528,1
23,P4,Power bandwidth,23.131828,0
16,F7,Median frequency,16.732244,0
33,F7,Spectral entropy,0.7377507,1
5,CP6,Median frequency,10.732635,0
31,CP1,Median frequency,10.699304,0
15,C4,Spectral entropy,0.7380917,1
29,FC1,Spectral spread,11.895122,0
11,C3,Spectral spread,12.944116,0
4,Oz,Spectral centroid,17.638485,1
7,F3,Power bandwidth,25.664995,0
39,F4,Spectral entropy,0.74667495,0
9,CP6,Spectral centroid,15.161174,0
32,PO4,Average power,9.793397e-09,1
5,F8,Average power,6.884036e-09,0
24,F3,Average power,4.9661457e-09,1
28,CP1,Average power,3.1753582e-09,1
37,F4,Average power,5.139027e-09,1
28,PO4,Median frequency,11.365927,1
22,Fp1,Average power,3.9035366e-09,1
38,P3,Average power,6.4651835e-09,1
15,C3,Spectral centroid,14.663759,1
15,Oz,Power bandwidth,29.548077,1
13,FC2,Power bandwidth,23.298483,0
31,O2,Spectral spread,15.362486,0
10,O2,Spectral spread,15.885102,0
14,P8,Spectral entropy,0.7132459,1
22,O2,Spectral centroid,15.0672,1
29,CP2,Max power spectrum,2.1364307,0
7,T7,Power bandwidth,17.782175,0
16,P8,Median frequency,11.332596,0
17,T8,Spectral spread,12.65633,0
5,Fp1,Average power,4.37774e-09,0
37,F4,Spectral entropy,0.74591315,1
16,FC5,Average power,7.200473e-09,0
17,P7,Average power,1.0243129e-08,0
15,C3,Power bandwidth,23.965107,1
21,CP2,Spectral centroid,14.338509,0
37,Fz,Max power spectrum,0.78134674,1
7,C3,Average power,3.97096e-09,0
5,FC1,Max power spectrum,0.49027452,0
5,F3,Power bandwidth,27.864853,0
19,P3,Spectral spread,13.722468,0
34,FC2,Spectral entropy,0.7440162,1
0,Oz,Spectral spread,13.536287,1
36,CP6,Spectral spread,12.076978,1
37,O1,Max power spectrum,1.4129684,1
12,P4,Power bandwidth,22.815182,1
35,FC6,Spectral centroid,15.997328,1
39,CP6,Median frequency,11.265933,0
25,CP5,Spectral centroid,11.439745,0
25,C4,Spectral spread,12.047583,0
15,CP6,Spectral centroid,13.955066,1
36,FC6,Spectral entropy,0.714087,1
11,F7,Spectral entropy,0.7359668,0
32,AF4,Median frequency,10.499316,1
2,CP6,Power bandwidth,24.181759,1
16,AF4,Power bandwidth,24.331749,0
5,P3,Spectral entropy,0.7310114,0
11,O2,Spectral entropy,0.74030215,0
18,O1,Power bandwidth,37.747543,0
11,C4,Power bandwidth,22.731853,0
20,Fp1,Median frequency,13.182475,1
37,P3,Power bandwidth,24.681726,1
24,F7,Spectral centroid,15.063745,1
14,Fz,Spectral entropy,0.7428917,1
3,PO3,Median frequency,10.182671,0
38,FC1,Median frequency,11.015949,1
10,Fz,Average power,6.709197e-09,0
36,FC6,Average power,6.7215153e-09,1
32,FC1,Max power spectrum,0.61361444,1
19,PO3,Spectral centroid,14.50895,0
0,P4,Max power spectrum,0.83548766,1
20,Cz,Spectral centroid,14.268381,1
23,PO4,Spectral spread,11.496687,0
25,CP5,Median frequency,8.316125,0
1,PO3,Spectral entropy,0.67246383,1
2,Cz,Median frequency,10.732635,1
13,T8,Max power spectrum,0.70254695,0
8,F7,Spectral centroid,14.823884,1
