Video,Channel,Feature,Value,Label
8,C4,Spectral spread,14.35755,0
29,Oz,Spectral spread,12.728129,1
2,P8,Spectral spread,14.177275,0
32,P3,Spectral entropy,0.7373976,0
31,Fz,Power bandwidth,24.565067,0
39,AF4,Average power,3.788009e-09,0
30,F7,Power bandwidth,28.398151,0
27,CP2,Average power,3.80982e-09,0
34,CP1,Max power spectrum,1.9707853,1
21,AF4,Spectral spread,13.8029995,1
26,T7,Spectral centroid,17.725964,1
30,P8,Power bandwidth,27.214895,0
30,T7,Median frequency,13.915761,0
31,Pz,Max power spectrum,1.0954814,0
18,Pz,Median frequency,11.699239,1
27,F7,Spectral entropy,0.6326125,0
16,Oz,Average power,3.177486e-08,1
39,O2,Spectral entropy,0.74382895,0
1,C3,Spectral centroid,14.718047,0
25,PO4,Average power,1.4692985e-08,1
1,F3,Spectral centroid,19.121489,0
7,Cz,Spectral centroid,10.159844,0
0,P7,Median frequency,12.18254,0
18,F8,Spectral spread,15.236544,1
16,O2,Spectral spread,12.111642,1
32,Pz,Max power spectrum,0.82844293,0
38,O2,Average power,2.6368525e-08,0
12,C4,Average power,1.7861314e-08,1
29,P8,Spectral entropy,0.7368714,1
29,P7,Spectral centroid,14.612573,1
3,P8,Power bandwidth,11.365927,0
24,PO3,Average power,3.6476013e-08,1
13,PO3,Max power spectrum,4.9277787,0
13,Fz,Average power,7.039667e-09,0
2,Pz,Spectral centroid,9.744946,0
10,T8,Max power spectrum,3.6970484,1
1,F4,Median frequency,10.982618,0
16,CP5,Average power,1.2824041e-08,1
31,F7,Spectral spread,15.717223,0
15,CP1,Max power spectrum,1.1402062,0
31,PO4,Max power spectrum,0.894963,0
21,AF4,Max power spectrum,0.68770945,1
23,O2,Spectral spread,12.803543,0
14,Cz,Spectral spread,14.517125,0
37,FC1,Average power,4.724254e-09,1
29,C4,Max power spectrum,1.0101156,1
14,FC2,Spectral entropy,0.6806825,0
13,O2,Spectral spread,12.298103,0
7,T7,Spectral entropy,0.5968257,0
9,Pz,Average power,2.7180581e-08,0
20,P3,Spectral entropy,0.6885308,0
28,Pz,Median frequency,10.282664,1
8,PO4,Spectral entropy,0.584604,0
23,Pz,Spectral spread,12.667101,0
4,F4,Max power spectrum,2.889138,1
19,C4,Power bandwidth,33.347828,0
18,CP1,Average power,3.8725947e-09,1
29,AF4,Max power spectrum,0.44301534,1
15,Oz,Spectral spread,13.979423,0
8,P4,Power bandwidth,14.699043,0
27,Oz,Spectral centroid,12.281682,0
37,P7,Spectral centroid,14.950853,1
1,F7,Median frequency,2.1498601,0
20,P7,Power bandwidth,23.731789,0
33,FC5,Average power,1.1679278e-08,0
5,O2,Spectral spread,13.287458,0
7,FC2,Average power,1.4156238e-08,0
24,FC6,Power bandwidth,41.897274,1
20,Fp1,Spectral entropy,0.67953175,0
9,Fp2,Median frequency,12.715838,0
37,AF3,Spectral spread,14.017846,1
5,PO4,Spectral entropy,0.59195197,0
16,AF4,Max power spectrum,5.2133574,1
7,AF3,Spectral entropy,0.56134576,0
17,AF3,Spectral entropy,0.71997255,0
16,Oz,Spectral spread,11.958603,1
0,O2,Max power spectrum,0.75002587,0
6,CP5,Spectral spread,14.485914,1
2,P3,Spectral entropy,0.46461666,0
5,Cz,Average power,2.5396558e-08,0
39,T7,Spectral entropy,0.7444192,0
22,F7,Median frequency,7.1495347,0
36,FC1,Spectral centroid,14.911651,0
20,CP2,Median frequency,10.199336,0
20,CP6,Spectral centroid,14.294627,0
0,O1,Spectral spread,15.121734,0
38,AF3,Average power,8.144003e-09,0
17,CP2,Average power,6.876176e-09,0
3,FC5,Spectral entropy,0.52229184,0
21,CP1,Max power spectrum,1.3590292,1
14,F3,Spectral entropy,0.7642689,0
32,CP1,Spectral centroid,15.523336,0
21,P7,Max power spectrum,1.5589486,1
4,CP6,Average power,1.1812294e-07,1
37,AF3,Median frequency,20.63199,1
29,Fp2,Max power spectrum,1.0505638,1
9,P8,Power bandwidth,25.281687,0
