Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,13.334006,0
29,O1,Spectral spread,12.766652,0
2,Fp2,Spectral spread,13.55216,0
32,P7,Spectral entropy,0.7494311,0
31,P4,Power bandwidth,21.548597,1
39,PO4,Average power,1.960638e-08,0
30,F3,Power bandwidth,35.814335,0
27,F8,Average power,6.4320864e-09,1
34,CP5,Max power spectrum,0.7389565,1
21,PO4,Spectral spread,12.268867,1
26,C3,Spectral centroid,20.718203,1
30,Fp2,Power bandwidth,38.864136,0
30,C3,Median frequency,11.165939,0
31,Oz,Max power spectrum,0.89775175,1
18,Oz,Median frequency,11.049281,0
27,F3,Spectral entropy,0.7602655,1
16,O1,Average power,1.8398948e-08,0
39,Cz,Spectral entropy,0.70547235,0
1,T7,Spectral centroid,25.610264,0
25,Fz,Average power,9.575621e-09,0
1,F7,Spectral centroid,20.937868,0
7,T8,Spectral centroid,18.777925,0
0,P3,Median frequency,11.032615,0
18,CP6,Spectral spread,15.31535,0
16,Cz,Spectral spread,14.80082,0
32,Oz,Max power spectrum,0.5816296,0
38,Cz,Average power,7.3038406e-09,0
12,FC6,Average power,4.323427e-09,0
29,Fp2,Spectral entropy,0.79470974,0
29,P3,Spectral centroid,14.715005,0
3,Fp2,Power bandwidth,31.19797,0
24,Pz,Average power,1.0156258e-08,0
13,Pz,Max power spectrum,0.5462855,1
13,P4,Average power,1.0734046e-08,1
2,Oz,Spectral centroid,13.358419,0
10,FC2,Max power spectrum,1.2972329,0
1,P8,Median frequency,8.03281,0
16,CP1,Average power,6.865484e-09,0
31,F3,Spectral spread,13.819508,1
15,CP5,Max power spectrum,0.64991516,0
31,Fz,Max power spectrum,0.6821619,1
21,PO4,Max power spectrum,1.1045138,1
23,Cz,Spectral spread,12.204367,0
14,T8,Spectral spread,13.529509,1
37,FC5,Average power,6.727026e-09,1
29,FC6,Max power spectrum,0.92060137,0
14,C4,Spectral entropy,0.74861896,1
13,Cz,Spectral spread,12.462079,1
7,C3,Spectral entropy,0.76038486,0
9,Oz,Average power,3.3836752e-08,0
20,P7,Spectral entropy,0.80085385,0
28,Oz,Median frequency,10.265998,0
8,Fz,Spectral entropy,0.73415196,0
23,Oz,Spectral spread,13.284768,0
4,P8,Max power spectrum,1.7055024,1
19,FC6,Power bandwidth,38.99746,1
18,CP5,Average power,6.2099885e-09,0
29,PO4,Max power spectrum,1.0970861,0
15,O1,Spectral spread,15.520212,0
8,AF4,Power bandwidth,26.0983,0
27,O1,Spectral centroid,15.673476,1
37,P3,Spectral centroid,14.353689,1
1,F3,Median frequency,14.132413,0
20,P3,Power bandwidth,35.18104,0
33,FC1,Average power,7.417829e-09,0
5,Cz,Spectral spread,12.941064,0
7,C4,Average power,6.4583947e-09,0
24,CP2,Power bandwidth,19.432068,0
20,Fp1,Spectral entropy,0.67134327,0
9,O2,Median frequency,10.832628,0
37,AF3,Spectral spread,13.782646,1
5,Fz,Spectral entropy,0.7225609,0
16,PO4,Max power spectrum,1.1394091,0
7,AF3,Spectral entropy,0.7600344,0
17,AF3,Spectral entropy,0.7439397,1
16,O1,Spectral spread,16.159428,0
0,Cz,Max power spectrum,1.3160878,0
6,CP1,Spectral spread,15.84881,1
2,P7,Spectral entropy,0.7658507,0
5,T8,Average power,1.9988683e-08,0
39,C3,Spectral entropy,0.748866,0
22,F3,Median frequency,11.46592,0
36,FC5,Spectral centroid,18.12391,0
20,F8,Median frequency,2.833149,0
20,F4,Spectral centroid,16.037205,0
0,PO3,Spectral spread,12.623236,0
38,AF3,Average power,1.9423615e-08,0
