Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,14.918895,0
29,O1,Spectral spread,13.443074,0
2,Fp2,Spectral spread,14.206099,1
32,P7,Spectral entropy,0.77979076,1
31,P4,Power bandwidth,27.548206,0
39,PO4,Average power,1.1519084e-08,0
30,F3,Power bandwidth,33.731136,0
27,F8,Average power,4.881091e-09,1
34,CP5,Max power spectrum,0.59866476,0
21,PO4,Spectral spread,12.943946,0
26,C3,Spectral centroid,17.899355,0
30,Fp2,Power bandwidth,37.880867,0
30,C3,Median frequency,12.149209,0
31,Oz,Max power spectrum,0.73616886,0
18,Oz,Median frequency,12.299199,1
27,F3,Spectral entropy,0.81796694,1
16,O1,Average power,1.78823e-08,0
39,Cz,Spectral entropy,0.72652364,0
1,T7,Spectral centroid,18.780287,0
25,Fz,Average power,3.083416e-09,1
1,F7,Spectral centroid,15.675524,0
7,T8,Spectral centroid,22.806562,0
0,P3,Median frequency,12.132544,1
18,CP6,Spectral spread,14.21188,1
16,Cz,Spectral spread,15.438024,0
32,Oz,Max power spectrum,1.0960793,1
38,Cz,Average power,1.9841035e-09,0
12,FC6,Average power,2.7262546e-09,0
29,Fp2,Spectral entropy,0.7904748,0
29,P3,Spectral centroid,15.533323,0
3,Fp2,Power bandwidth,35.547688,0
24,Pz,Average power,6.1927974e-09,0
13,Pz,Max power spectrum,1.07854,1
13,P4,Average power,5.1648095e-09,1
2,Oz,Spectral centroid,15.9709635,1
10,FC2,Max power spectrum,0.6567881,0
1,P8,Median frequency,11.665907,0
16,CP1,Average power,3.043328e-09,0
31,F3,Spectral spread,12.995863,0
15,CP5,Max power spectrum,1.0990835,1
31,Fz,Max power spectrum,0.72693044,0
21,PO4,Max power spectrum,0.69239295,0
23,Cz,Spectral spread,14.594713,0
14,T8,Spectral spread,14.3469715,1
37,FC5,Average power,2.943052e-09,0
29,FC6,Max power spectrum,1.1810962,0
14,C4,Spectral entropy,0.7748376,1
13,Cz,Spectral spread,12.825509,1
7,C3,Spectral entropy,0.76873565,0
9,Oz,Average power,7.161501e-09,1
20,P7,Spectral entropy,0.76074064,0
28,Oz,Median frequency,18.74878,0
8,Fz,Spectral entropy,0.77588385,0
23,Oz,Spectral spread,15.036804,0
4,P8,Max power spectrum,1.2233814,0
19,FC6,Power bandwidth,35.38103,0
18,CP5,Average power,2.607457e-09,1
29,PO4,Max power spectrum,1.0146148,0
15,O1,Spectral spread,14.311159,1
8,AF4,Power bandwidth,39.997395,0
27,O1,Spectral centroid,16.621737,1
37,P3,Spectral centroid,15.917046,0
1,F3,Median frequency,19.832043,0
20,P3,Power bandwidth,27.331554,0
33,FC1,Average power,2.0900393e-09,0
5,Cz,Spectral spread,13.39057,0
7,C4,Average power,2.802751e-09,0
24,CP2,Power bandwidth,25.015038,0
20,Fp1,Spectral entropy,0.8155058,0
9,O2,Median frequency,12.849163,1
37,AF3,Spectral spread,13.145965,0
5,Fz,Spectral entropy,0.7775418,0
16,PO4,Max power spectrum,1.8401712,0
7,AF3,Spectral entropy,0.8189138,0
17,AF3,Spectral entropy,0.8171847,1
16,O1,Spectral spread,15.064508,0
0,Cz,Max power spectrum,1.9089558,1
6,CP1,Spectral spread,13.39567,0
2,P7,Spectral entropy,0.780402,1
5,T8,Average power,7.4136515e-09,0
39,C3,Spectral entropy,0.73026544,0
22,F3,Median frequency,17.782175,0
36,FC5,Spectral centroid,16.25495,0
20,F8,Median frequency,11.399258,0
20,F4,Spectral centroid,18.152788,0
0,PO3,Spectral spread,16.561157,1
38,AF3,Average power,1.2245489e-08,0
17,F8,Average power,6.525218e-09,1
3,FC1,Spectral entropy,0.7662667,0
21,CP5,Max power spectrum,0.5704123,0
14,F7,Spectral entropy,0.7720479,1
32,CP5,Spectral centroid,16.264515,1
21,P3,Max power spectrum,1.2260107,0
4,F4,Average power,5.9129937e-09,0
37,AF3,Median frequency,22.89851,0
29,O2,Max power spectrum,0.9999307,0
9,Fp2,Power bandwidth,38.46416,1
24,P4,Average power,5.6079394e-09,0
38,FC2,Median frequency,12.665842,0
26,CP2,Median frequency,12.249203,0
7,T8,Median frequency,21.715254,0
29,FC2,Max power spectrum,1.1424769,0
2,P8,Spectral centroid,15.625187,1
0,Fz,Spectral spread,14.271463,1
22,O2,Power bandwidth,32.71454,0
2,FC2,Spectral entropy,0.76305777,1
36,P7,Spectral centroid,17.591824,0
15,O2,Spectral centroid,16.129847,1
17,Pz,Spectral entropy,0.7224622,1
38,PO3,Spectral spread,15.700639,0
24,Fz,Power bandwidth,32.847862,0
0,PO3,Power bandwidth,27.26489,1
17,P8,Spectral entropy,0.7683226,1
28,FC5,Max power spectrum,0.674903,0
26,CP6,Median frequency,14.115747,0
6,Oz,Median frequency,13.432459,0
7,FC6,Median frequency,16.115618,0
30,P7,Spectral spread,14.425419,0
10,CP5,Spectral centroid,17.388945,0
33,F8,Spectral entropy,0.705813,0
33,T7,Spectral spread,14.364091,0
12,Pz,Max power spectrum,2.6320217,0
18,C3,Median frequency,12.382527,1
39,F8,Spectral spread,14.4756775,0
36,AF4,Max power spectrum,0.8850357,0
37,CP2,Spectral centroid,15.881354,0
10,CP5,Spectral entropy,0.77203417,0
2,CP5,Spectral entropy,0.7599346,1
4,PO4,Median frequency,10.982618,0
7,CP2,Max power spectrum,0.5833923,0
14,PO3,Power bandwidth,31.781263,1
13,P8,Spectral entropy,0.74965984,1
9,Cz,Spectral entropy,0.751217,1
23,F3,Spectral entropy,0.789427,0
20,Fz,Power bandwidth,30.831326,0
20,P4,Spectral entropy,0.73912066,0
14,C4,Max power spectrum,0.9128203,1
39,FC1,Average power,2.0326918e-09,0
1,Cz,Average power,1.6326226e-09,0
19,PO4,Power bandwidth,30.881323,0
36,PO4,Spectral entropy,0.7467939,0
20,P3,Max power spectrum,0.9648853,0
24,FC2,Median frequency,12.765836,0
5,P7,Max power spectrum,0.85401994,0
22,O1,Spectral centroid,16.791174,0
25,CP6,Median frequency,12.882495,1
12,Fp2,Average power,8.053186e-09,0
29,P8,Spectral spread,15.435891,0
38,T8,Median frequency,12.18254,0
4,C4,Max power spectrum,1.1466476,0
6,Fp2,Median frequency,22.565197,0
28,P7,Average power,2.1705421e-08,0
4,O1,Spectral entropy,0.7405417,0
28,P7,Max power spectrum,0.29988283,0
5,Fp1,Median frequency,26.314953,0
15,FC5,Spectral centroid,18.08302,1
0,FC6,Spectral centroid,16.576706,1
15,Fz,Spectral entropy,0.74961317,1
3,T7,Power bandwidth,37.847534,0
28,T8,Max power spectrum,1.0337722,0
19,PO3,Average power,6.5347554e-09,0
30,CP1,Spectral spread,11.999003,0
12,P3,Spectral centroid,16.197945,0
19,CP5,Median frequency,12.515852,0
34,Fp1,Spectral entropy,0.8183438,0
17,O1,Median frequency,13.899096,1
28,C4,Spectral centroid,18.717075,0
26,F4,Median frequency,18.18215,0
18,F4,Average power,5.7713048e-09,1
26,F4,Max power spectrum,0.7721909,0
36,C3,Max power spectrum,1.2793477,0
23,P4,Power bandwidth,39.464096,0
16,F7,Median frequency,8.749431,0
33,F7,Spectral entropy,0.74829847,0
5,CP6,Median frequency,14.282404,0
31,CP1,Median frequency,11.349261,0
15,C4,Spectral entropy,0.7615447,1
29,FC1,Spectral spread,14.182968,0
11,C3,Spectral spread,15.201685,0
4,Oz,Spectral centroid,15.454142,0
7,F3,Power bandwidth,37.897533,0
39,F4,Spectral entropy,0.7799076,0
9,CP6,Spectral centroid,17.077688,1
32,PO4,Average power,8.919797e-09,1
5,F8,Average power,3.841322e-09,0
24,F3,Average power,9.348299e-09,0
28,CP1,Average power,3.1024345e-09,0
37,F4,Average power,5.485437e-09,0
28,PO4,Median frequency,12.515852,0
22,Fp1,Average power,1.6618632e-08,0
38,P3,Average power,3.4834993e-09,0
15,C3,Spectral centroid,16.771553,1
15,Oz,Power bandwidth,27.848186,1
13,FC2,Power bandwidth,31.98125,1
31,O2,Spectral spread,14.638604,0
10,O2,Spectral spread,13.743197,0
14,P8,Spectral entropy,0.7581199,1
22,O2,Spectral centroid,16.671026,0
29,CP2,Max power spectrum,1.8357297,0
7,T7,Power bandwidth,39.664085,0
16,P8,Median frequency,14.815702,0
17,T8,Spectral spread,14.248192,1
5,Fp1,Average power,5.0012293e-08,0
37,F4,Spectral entropy,0.7642071,0
16,FC5,Average power,1.069042e-08,0
17,P7,Average power,4.1512354e-09,1
15,C3,Power bandwidth,27.664865,1
21,CP2,Spectral centroid,15.533031,0
37,Fz,Max power spectrum,0.82592744,0
7,C3,Average power,3.0898528e-09,0
5,FC1,Max power spectrum,0.58313084,0
5,F3,Power bandwidth,38.180847,0
19,P3,Spectral spread,12.354242,0
34,FC2,Spectral entropy,0.754896,0
0,Oz,Spectral spread,13.662053,1
36,CP6,Spectral spread,12.8163185,0
37,O1,Max power spectrum,0.8692487,0
12,P4,Power bandwidth,25.76499,0
35,FC6,Spectral centroid,18.300617,0
39,CP6,Median frequency,12.33253,0
25,CP5,Spectral centroid,16.215546,1
25,C4,Spectral spread,17.588894,1
15,CP6,Spectral centroid,16.805264,1
36,FC6,Spectral entropy,0.76765984,0
11,F7,Spectral entropy,0.7663316,0
32,AF4,Median frequency,22.365211,1
2,CP6,Power bandwidth,34.481087,1
16,AF4,Power bandwidth,40.66402,0
5,P3,Spectral entropy,0.7425866,0
11,O2,Spectral entropy,0.7978911,0
18,O1,Power bandwidth,35.38103,1
11,C4,Power bandwidth,35.747673,0
20,Fp1,Median frequency,23.598463,0
37,P3,Power bandwidth,27.764858,0
24,F7,Spectral centroid,17.59159,0
14,Fz,Spectral entropy,0.7725986,1
3,PO3,Median frequency,11.382592,0
38,FC1,Median frequency,13.282469,0
10,Fz,Average power,3.4369771e-09,0
36,FC6,Average power,2.1080984e-09,0
32,FC1,Max power spectrum,1.7213542,1
19,PO3,Spectral centroid,15.408918,0
0,P4,Max power spectrum,1.3374196,1
20,Cz,Spectral centroid,15.643183,0
23,PO4,Spectral spread,14.277309,0
25,CP5,Median frequency,12.449189,1
1,PO3,Spectral entropy,0.72713864,0
2,Cz,Median frequency,11.399258,1
13,T8,Max power spectrum,1.1919378,1
8,F7,Spectral centroid,18.703983,0
26,FC5,Average power,3.297742e-09,0
2,P8,Max power spectrum,0.8964219,1
7,CP1,Spectral spread,13.214132,0
25,Fz,Spectral entropy,0.7583333,1
1,PO3,Average power,5.70683e-09,0
16,Fp1,Max power spectrum,2.521972,0
27,O1,Median frequency,12.832498,1
3,CP1,Max power spectrum,1.0346943,0
19,T8,Power bandwidth,34.747738,0
5,F3,Average power,1.5593782e-08,0
19,Pz,Spectral spread,12.844404,0
30,P4,Spectral spread,13.00611,0
3,PO3,Spectral centroid,15.361069,0
11,O2,Power bandwidth,38.69748,0
39,T8,Median frequency,12.232537,0
3,FC5,Spectral centroid,17.492903,0
34,Fp1,Median frequency,23.34848,0
33,C4,Average power,2.7443974e-09,0
21,CP1,Max power spectrum,0.61667925,0
9,O2,Power bandwidth,32.347893,1
34,O1,Spectral centroid,16.713755,0
36,F8,Spectral spread,14.541045,0
17,CP1,Max power spectrum,1.044113,1
35,CP2,Spectral centroid,15.037544,0
24,AF4,Spectral entropy,0.7789635,0
20,P8,Average power,6.625161e-09,0
14,C3,Spectral entropy,0.77984786,1
28,Pz,Spectral centroid,16.415775,0
4,F8,Spectral spread,14.92405,0
