Video,Channel,Feature,Value,Label
8,C4,Spectral spread,28.978992,1
29,Oz,Spectral spread,22.35997,0
2,P8,Spectral spread,32.3872,1
32,P3,Spectral entropy,0.82382053,0
31,Fz,Power bandwidth,37.3809,1
39,AF4,Average power,0.0019805236,1
30,F7,Power bandwidth,37.49756,0
27,CP2,Average power,0.0027956797,0
34,CP1,Max power spectrum,0.28175262,1
21,AF4,Spectral spread,22.414526,1
26,T7,Spectral centroid,30.722544,1
30,P8,Power bandwidth,37.49756,0
30,T7,Median frequency,19.732048,0
31,Pz,Max power spectrum,0.41124484,1
18,Pz,Median frequency,21.415272,0
27,F7,Spectral entropy,0.814204,0
16,Oz,Average power,0.0022312163,0
39,O2,Spectral entropy,0.84044766,1
1,C3,Spectral centroid,27.786943,0
25,PO4,Average power,0.0022335055,1
1,F3,Spectral centroid,27.785976,0
7,Cz,Spectral centroid,25.159695,0
0,P7,Median frequency,20.498665,1
18,F8,Spectral spread,26.063307,0
16,O2,Spectral spread,28.730556,0
32,Pz,Max power spectrum,0.69757676,0
38,O2,Average power,0.0033745212,1
12,C4,Average power,0.0026529848,0
29,P8,Spectral entropy,0.805041,0
29,P7,Spectral centroid,23.951168,0
3,P8,Power bandwidth,29.49808,1
24,PO3,Average power,0.0026825767,0
13,PO3,Max power spectrum,0.5524379,1
13,Fz,Average power,0.0028130393,1
2,Pz,Spectral centroid,36.095535,1
10,T8,Max power spectrum,0.2654454,1
1,F4,Median frequency,21.248617,0
16,CP5,Average power,0.0022309655,0
31,F7,Spectral spread,28.666445,1
15,CP1,Max power spectrum,0.48189867,0
31,PO4,Max power spectrum,0.4119515,1
21,AF4,Max power spectrum,0.6472168,1
23,O2,Spectral spread,23.315626,1
14,Cz,Spectral spread,26.05151,0
37,FC1,Average power,0.0024570285,0
29,C4,Max power spectrum,0.6457783,0
14,FC2,Spectral entropy,0.8204824,0
13,O2,Spectral spread,22.459011,1
7,T7,Spectral entropy,0.8285041,0
9,Pz,Average power,0.002210865,1
20,P3,Spectral entropy,0.81524986,1
28,Pz,Median frequency,20.848642,1
8,PO4,Spectral entropy,0.8351781,1
23,Pz,Spectral spread,23.316845,1
4,F4,Max power spectrum,0.5798963,1
19,C4,Power bandwidth,36.8976,0
18,CP1,Average power,0.0027169916,0
29,AF4,Max power spectrum,0.6503248,0
15,Oz,Spectral spread,28.68863,0
8,P4,Power bandwidth,39.04746,1
27,Oz,Spectral centroid,27.144659,0
37,P7,Spectral centroid,28.37398,0
1,F7,Median frequency,21.248617,0
20,P7,Power bandwidth,37.23091,1
33,FC5,Average power,0.0022771806,1
5,O2,Spectral spread,26.53671,0
7,FC2,Average power,0.002334911,0
24,FC6,Power bandwidth,37.397564,0
20,Fp1,Spectral entropy,0.81527007,1
9,Fp2,Median frequency,20.981968,1
37,AF3,Spectral spread,26.83179,0
5,PO4,Spectral entropy,0.82168806,0
16,AF4,Max power spectrum,0.36956832,0
7,AF3,Spectral entropy,0.8286248,0
17,AF3,Spectral entropy,0.8363907,1
16,Oz,Spectral spread,28.730457,0
0,O2,Max power spectrum,0.681885,1
6,CP5,Spectral spread,22.447803,1
2,P3,Spectral entropy,0.82575727,1
5,Cz,Average power,0.0025000966,0
39,T7,Spectral entropy,0.840434,1
22,F7,Median frequency,22.648525,0
36,FC1,Spectral centroid,28.531988,0
20,CP2,Median frequency,19.782045,1
20,CP6,Spectral centroid,24.318336,1
0,O1,Spectral spread,24.094183,1
38,AF3,Average power,0.003376088,1
17,CP2,Average power,0.0021240679,1
3,FC5,Spectral entropy,0.82317954,1
21,CP1,Max power spectrum,0.6456293,1
14,F3,Spectral entropy,0.8204677,0
32,CP1,Spectral centroid,30.792215,0
21,P7,Max power spectrum,0.6451969,1
4,CP6,Average power,0.0027804528,1
37,AF3,Median frequency,21.965237,0
29,Fp2,Max power spectrum,0.6490049,0
9,P8,Power bandwidth,38.16418,1
24,Fz,Average power,0.0026827268,0
38,T8,Median frequency,20.44867,1
26,FC6,Median frequency,23.448473,1
7,Cz,Median frequency,20.831978,0
29,T8,Max power spectrum,0.64429957,0
2,F4,Spectral centroid,36.09094,1
0,PO4,Spectral spread,24.09593,1
22,Fp2,Power bandwidth,22.315214,0
2,T8,Spectral entropy,0.82575315,1
36,P3,Spectral centroid,28.534798,0
15,Fp2,Spectral centroid,31.256552,0
17,PO3,Spectral entropy,0.8363825,1
38,O1,Spectral spread,25.960419,1
24,PO4,Power bandwidth,37.397564,0
0,O1,Power bandwidth,32.93119,1
17,F4,Spectral entropy,0.83639324,1
28,FC1,Max power spectrum,0.3252405,1
26,F8,Median frequency,23.448473,1
6,Pz,Median frequency,19.38207,1
7,C4,Median frequency,20.831978,0
30,P3,Spectral spread,22.362432,0
10,CP1,Spectral centroid,28.998463,1
33,CP2,Spectral entropy,0.83314943,1
33,C3,Spectral spread,22.656015,1
