Video,Channel,Feature,Value,Label
8,C4,Spectral spread,18.400196,0
29,Oz,Spectral spread,12.45041,1
2,P8,Spectral spread,13.580382,0
32,P3,Spectral entropy,0.70096296,0
31,Fz,Power bandwidth,16.282272,1
39,AF4,Average power,4.81932e-09,1
30,F7,Power bandwidth,15.099017,0
27,CP2,Average power,4.7239414e-08,0
34,CP1,Max power spectrum,9.48955,1
21,AF4,Spectral spread,14.649355,0
26,T7,Spectral centroid,13.007286,0
30,P8,Power bandwidth,24.031769,0
30,T7,Median frequency,9.049411,0
31,Pz,Max power spectrum,3.2236793,1
18,Pz,Median frequency,6.44958,0
27,F7,Spectral entropy,0.59273505,0
16,Oz,Average power,3.12309e-08,1
39,O2,Spectral entropy,0.7429479,1
1,C3,Spectral centroid,14.709499,1
25,PO4,Average power,4.675799e-09,0
1,F3,Spectral centroid,13.338574,1
7,Cz,Spectral centroid,12.337273,0
0,P7,Median frequency,11.46592,0
18,F8,Spectral spread,12.416668,0
16,O2,Spectral spread,14.333745,1
32,Pz,Max power spectrum,1.4007651,0
38,O2,Average power,8.944946e-09,1
12,C4,Average power,2.0894706e-08,1
29,P8,Spectral entropy,0.6535232,1
29,P7,Spectral centroid,12.640538,1
3,P8,Power bandwidth,16.432264,0
24,PO3,Average power,7.4045916e-09,1
13,PO3,Max power spectrum,8.065983,0
13,Fz,Average power,5.1294553e-08,0
2,Pz,Spectral centroid,13.571126,0
10,T8,Max power spectrum,2.7656074,1
1,F4,Median frequency,9.432719,1
16,CP5,Average power,8.011749e-09,1
31,F7,Spectral spread,13.93402,1
15,CP1,Max power spectrum,1.2070626,0
31,PO4,Max power spectrum,3.5968285,1
21,AF4,Max power spectrum,5.7817335,0
23,O2,Spectral spread,14.005249,0
14,Cz,Spectral spread,11.960217,0
37,FC1,Average power,2.178505e-08,1
29,C4,Max power spectrum,1.1044602,1
14,FC2,Spectral entropy,0.5663248,0
13,O2,Spectral spread,18.394909,0
7,T7,Spectral entropy,0.4376161,0
9,Pz,Average power,3.110035e-08,0
20,P3,Spectral entropy,0.52414906,1
28,Pz,Median frequency,9.866024,1
8,PO4,Spectral entropy,0.59916216,0
23,Pz,Spectral spread,16.793644,0
4,F4,Max power spectrum,2.479202,1
19,C4,Power bandwidth,19.948702,0
18,CP1,Average power,1.0187908e-08,0
29,AF4,Max power spectrum,0.9846366,1
15,Oz,Spectral spread,14.694034,0
8,P4,Power bandwidth,19.182085,0
27,Oz,Spectral centroid,14.659159,0
37,P7,Spectral centroid,11.466511,1
1,F7,Median frequency,10.14934,1
20,P7,Power bandwidth,9.949352,1
33,FC5,Average power,1.9178234e-08,1
5,O2,Spectral spread,19.189022,0
7,FC2,Average power,6.8615726e-09,0
24,FC6,Power bandwidth,33.11451,1
20,Fp1,Spectral entropy,0.4649083,1
9,Fp2,Median frequency,8.049476,0
37,AF3,Spectral spread,13.418116,1
5,PO4,Spectral entropy,0.5396155,0
16,AF4,Max power spectrum,5.8266306,1
7,AF3,Spectral entropy,0.49928027,0
17,AF3,Spectral entropy,0.51370996,1
16,Oz,Spectral spread,14.145117,1
0,O2,Max power spectrum,1.2248485,0
6,CP5,Spectral spread,12.409815,0
2,P3,Spectral entropy,0.70267004,0
5,Cz,Average power,6.787153e-09,0
39,T7,Spectral entropy,0.55640376,1
22,F7,Median frequency,4.583035,1
36,FC1,Spectral centroid,10.728173,1
20,CP2,Median frequency,9.432719,1
20,CP6,Spectral centroid,14.333459,1
0,O1,Spectral spread,16.84737,0
38,AF3,Average power,2.4383208e-08,1
17,CP2,Average power,1.5380248e-08,1
3,FC5,Spectral entropy,0.43334308,0
21,CP1,Max power spectrum,6.0376563,0
14,F3,Spectral entropy,0.5382707,0
32,CP1,Spectral centroid,13.499715,0
21,P7,Max power spectrum,4.178387,0
4,CP6,Average power,9.451263e-09,1
37,AF3,Median frequency,7.7494955,1
29,Fp2,Max power spectrum,2.049307,1
9,P8,Power bandwidth,1.1332595,0
24,Fz,Average power,7.2535333e-09,1
38,T8,Median frequency,11.015949,1
26,FC6,Median frequency,5.182996,0
7,Cz,Median frequency,8.232798,0
29,T8,Max power spectrum,0.8970859,1
2,F4,Spectral centroid,14.652436,0
0,PO4,Spectral spread,16.924585,0
22,Fp2,Power bandwidth,4.0830674,1
2,T8,Spectral entropy,0.734572,0
36,P3,Spectral centroid,10.191977,1
15,Fp2,Spectral centroid,13.789805,0
17,PO3,Spectral entropy,0.5209081,1
38,O1,Spectral spread,18.340813,1
24,PO4,Power bandwidth,24.39841,1
0,O1,Power bandwidth,33.481155,0
17,F4,Spectral entropy,0.48461875,1
28,FC1,Max power spectrum,1.5239626,1
26,F8,Median frequency,7.649502,0
6,Pz,Median frequency,8.066141,0
