Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,14.669743,0
29,O1,Spectral spread,12.702074,0
2,Fp2,Spectral spread,17.812656,1
32,P7,Spectral entropy,0.8141558,0
31,P4,Power bandwidth,21.015299,0
39,PO4,Average power,1.1828233e-08,0
30,F3,Power bandwidth,31.097975,1
27,F8,Average power,8.7363725e-09,0
34,CP5,Max power spectrum,0.3948829,0
21,PO4,Spectral spread,13.834231,0
26,C3,Spectral centroid,14.3446665,1
30,Fp2,Power bandwidth,32.547882,1
30,C3,Median frequency,10.14934,1
31,Oz,Max power spectrum,0.6431263,0
18,Oz,Median frequency,11.899225,0
27,F3,Spectral entropy,0.7654617,0
16,O1,Average power,9.307535e-09,1
39,Cz,Spectral entropy,0.7353321,0
1,T7,Spectral centroid,20.571611,1
25,Fz,Average power,6.170576e-09,1
1,F7,Spectral centroid,19.781025,1
7,T8,Spectral centroid,18.072392,0
0,P3,Median frequency,9.032745,0
18,CP6,Spectral spread,14.050975,0
16,Cz,Spectral spread,12.27707,1
32,Oz,Max power spectrum,0.7061679,0
38,Cz,Average power,8.761663e-09,0
12,FC6,Average power,7.833116e-09,0
29,Fp2,Spectral entropy,0.7670696,0
29,P3,Spectral centroid,14.881896,0
3,Fp2,Power bandwidth,39.997395,0
24,Pz,Average power,8.149411e-09,0
13,Pz,Max power spectrum,2.40147,0
13,P4,Average power,7.774315e-09,0
2,Oz,Spectral centroid,18.582771,1
10,FC2,Max power spectrum,1.162589,1
1,P8,Median frequency,12.199205,1
16,CP1,Average power,7.633165e-09,1
31,F3,Spectral spread,13.770778,0
15,CP5,Max power spectrum,0.755987,0
31,Fz,Max power spectrum,0.94217736,0
21,PO4,Max power spectrum,1.1235298,0
23,Cz,Spectral spread,13.196807,0
14,T8,Spectral spread,14.273832,0
37,FC5,Average power,5.2132103e-09,0
29,FC6,Max power spectrum,0.72453696,0
14,C4,Spectral entropy,0.737187,0
13,Cz,Spectral spread,14.234524,0
7,C3,Spectral entropy,0.72642213,0
9,Oz,Average power,1.3926092e-08,1
20,P7,Spectral entropy,0.8242281,0
28,Oz,Median frequency,14.099082,0
