Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,15.132744,0
29,O1,Spectral spread,14.4103365,0
2,Fp2,Spectral spread,14.373364,1
32,P7,Spectral entropy,0.7293082,0
31,P4,Power bandwidth,18.59879,0
39,PO4,Average power,2.1676875e-08,0
30,F3,Power bandwidth,31.814596,1
27,F8,Average power,4.039873e-08,1
34,CP5,Max power spectrum,0.87062335,1
21,PO4,Spectral spread,14.664209,1
26,C3,Spectral centroid,20.972256,1
30,Fp2,Power bandwidth,4.1497297,1
30,C3,Median frequency,21.748585,1
31,Oz,Max power spectrum,2.3835468,0
18,Oz,Median frequency,9.649372,0
27,F3,Spectral entropy,0.7272662,1
16,O1,Average power,1.9933232e-08,1
39,Cz,Spectral entropy,0.6917051,0
1,T7,Spectral centroid,21.242119,0
25,Fz,Average power,1.13696865e-08,0
1,F7,Spectral centroid,13.228111,0
7,T8,Spectral centroid,15.142495,0
0,P3,Median frequency,7.1162033,0
18,CP6,Spectral spread,18.240936,0
16,Cz,Spectral spread,14.074253,1
32,Oz,Max power spectrum,3.0215294,0
38,Cz,Average power,8.3764595e-09,0
12,FC6,Average power,5.840941e-09,1
29,Fp2,Spectral entropy,0.64792395,0
29,P3,Spectral centroid,15.499355,0
3,Fp2,Power bandwidth,7.6328363,1
24,Pz,Average power,2.5050156e-08,1
13,Pz,Max power spectrum,1.6119778,1
13,P4,Average power,1.5831862e-08,1
2,Oz,Spectral centroid,15.931697,1
10,FC2,Max power spectrum,2.9187663,0
1,P8,Median frequency,12.765836,0
16,CP1,Average power,8.843165e-09,1
31,F3,Spectral spread,16.912313,0
15,CP5,Max power spectrum,1.4983364,0
31,Fz,Max power spectrum,0.9208072,0
21,PO4,Max power spectrum,1.3947766,1
23,Cz,Spectral spread,16.273674,0
14,T8,Spectral spread,16.604742,1
37,FC5,Average power,9.869097e-09,0
29,FC6,Max power spectrum,2.5401955,0
14,C4,Spectral entropy,0.752527,1
13,Cz,Spectral spread,14.637915,1
7,C3,Spectral entropy,0.7506572,0
9,Oz,Average power,1.8652681e-08,0
20,P7,Spectral entropy,0.550593,0
28,Oz,Median frequency,11.58258,0
8,Fz,Spectral entropy,0.7659617,0
23,Oz,Spectral spread,20.182732,0
4,P8,Max power spectrum,1.3027074,0
19,FC6,Power bandwidth,37.730877,0
18,CP5,Average power,2.086779e-08,0
29,PO4,Max power spectrum,1.3273554,0
15,O1,Spectral spread,13.929556,0
8,AF4,Power bandwidth,29.631405,0
27,O1,Spectral centroid,19.168161,1
37,P3,Spectral centroid,13.727199,0
1,F3,Median frequency,8.116138,0
20,P3,Power bandwidth,29.748064,0
33,FC1,Average power,7.065179e-09,1
5,Cz,Spectral spread,14.752011,1
7,C4,Average power,6.81598e-09,0
24,CP2,Power bandwidth,13.032485,1
20,Fp1,Spectral entropy,0.5132561,0
9,O2,Median frequency,9.732699,0
37,AF3,Spectral spread,13.945025,0
5,Fz,Spectral entropy,0.6921963,1
16,PO4,Max power spectrum,1.677954,1
7,AF3,Spectral entropy,0.6393881,0
17,AF3,Spectral entropy,0.64767563,0
16,O1,Spectral spread,15.742227,1
0,Cz,Max power spectrum,2.1248884,0
6,CP1,Spectral spread,17.571442,0
2,P7,Spectral entropy,0.7349111,1
5,T8,Average power,1.9281453e-08,1
39,C3,Spectral entropy,0.7110885,0
22,F3,Median frequency,8.682768,0
36,FC5,Spectral centroid,18.399683,1
20,F8,Median frequency,4.1497297,0
20,F4,Spectral centroid,17.79258,0
0,PO3,Spectral spread,14.811194,0
38,AF3,Average power,4.479578e-08,0
17,F8,Average power,2.1805698e-07,0
3,FC1,Spectral entropy,0.7431086,1
21,CP5,Max power spectrum,0.72814536,1
14,F7,Spectral entropy,0.724443,1
32,CP5,Spectral centroid,22.861637,0
21,P3,Max power spectrum,1.110359,1
4,F4,Average power,1.9952521e-08,0
37,AF3,Median frequency,4.499707,0
29,O2,Max power spectrum,1.6266634,0
9,Fp2,Power bandwidth,20.082026,0
24,P4,Average power,2.5290543e-08,1
38,FC2,Median frequency,8.849423,0
26,CP2,Median frequency,6.699564,1
7,T8,Median frequency,9.649372,0
29,FC2,Max power spectrum,1.3664993,0
2,P8,Spectral centroid,19.025719,1
0,Fz,Spectral spread,16.630014,0
22,O2,Power bandwidth,36.080986,0
2,FC2,Spectral entropy,0.60133004,1
36,P7,Spectral centroid,19.350664,1
15,O2,Spectral centroid,15.372165,0
17,Pz,Spectral entropy,0.6563844,0
38,PO3,Spectral spread,14.68259,0
24,Fz,Power bandwidth,40.130722,1
0,PO3,Power bandwidth,17.165548,0
17,P8,Spectral entropy,0.7772195,0
28,FC5,Max power spectrum,0.362755,0
26,CP6,Median frequency,9.899356,1
6,Oz,Median frequency,11.182606,0
7,FC6,Median frequency,13.515787,0
30,P7,Spectral spread,15.840754,1
10,CP5,Spectral centroid,16.428808,0
33,F8,Spectral entropy,0.6666447,1
33,T7,Spectral spread,15.361256,1
12,Pz,Max power spectrum,1.8583653,1
18,C3,Median frequency,18.698782,0
39,F8,Spectral spread,15.4282465,0
36,AF4,Max power spectrum,2.1817842,1
37,CP2,Spectral centroid,12.092221,0
10,CP5,Spectral entropy,0.72647077,0
2,CP5,Spectral entropy,0.77660197,1
4,PO4,Median frequency,8.03281,0
7,CP2,Max power spectrum,1.7065129,0
14,PO3,Power bandwidth,30.014713,1
13,P8,Spectral entropy,0.72294235,1
9,Cz,Spectral entropy,0.68450254,0
23,F3,Spectral entropy,0.6570184,0
20,Fz,Power bandwidth,27.798191,0
20,P4,Spectral entropy,0.6299237,0
14,C4,Max power spectrum,0.8984943,1
39,FC1,Average power,6.3109895e-09,0
1,Cz,Average power,8.703204e-09,0
19,PO4,Power bandwidth,26.06497,0
36,PO4,Spectral entropy,0.6652676,1
20,P3,Max power spectrum,4.990898,0
24,FC2,Median frequency,12.715838,1
5,P7,Max power spectrum,1.3517122,1
22,O1,Spectral centroid,16.148794,0
25,CP6,Median frequency,11.265933,0
