Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,15.813343,1
29,O1,Spectral spread,13.647006,1
2,Fp2,Spectral spread,13.684352,0
32,P7,Spectral entropy,0.7532352,1
31,P4,Power bandwidth,21.46527,0
39,PO4,Average power,1.3594969e-08,0
30,F3,Power bandwidth,33.747803,1
27,F8,Average power,7.79245e-09,1
34,CP5,Max power spectrum,0.66964656,1
21,PO4,Spectral spread,12.427322,1
26,C3,Spectral centroid,15.204854,1
30,Fp2,Power bandwidth,33.41449,1
30,C3,Median frequency,11.699239,1
31,Oz,Max power spectrum,0.6854273,0
18,Oz,Median frequency,12.015884,1
27,F3,Spectral entropy,0.79826474,1
16,O1,Average power,9.568683e-09,0
39,Cz,Spectral entropy,0.75650567,0
1,T7,Spectral centroid,20.112225,0
25,Fz,Average power,1.4723491e-08,0
1,F7,Spectral centroid,19.634594,0
7,T8,Spectral centroid,19.941648,1
0,P3,Median frequency,8.666102,0
18,CP6,Spectral spread,13.8361225,1
16,Cz,Spectral spread,14.586678,0
32,Oz,Max power spectrum,0.6379831,1
38,Cz,Average power,1.1432795e-08,0
12,FC6,Average power,1.501223e-08,0
29,Fp2,Spectral entropy,0.77562517,1
29,P3,Spectral centroid,13.008788,1
3,Fp2,Power bandwidth,37.930862,0
24,Pz,Average power,1.1069237e-08,1
13,Pz,Max power spectrum,1.3089061,1
13,P4,Average power,9.328318e-09,1
2,Oz,Spectral centroid,17.789812,0
10,FC2,Max power spectrum,0.45751554,1
1,P8,Median frequency,12.932491,0
16,CP1,Average power,6.7277073e-09,0
31,F3,Spectral spread,12.824633,0
15,CP5,Max power spectrum,0.4404217,0
31,Fz,Max power spectrum,0.79767966,0
21,PO4,Max power spectrum,0.7485865,1
23,Cz,Spectral spread,11.45753,1
14,T8,Spectral spread,14.437756,1
37,FC5,Average power,9.725056e-09,1
29,FC6,Max power spectrum,0.4504644,1
14,C4,Spectral entropy,0.79212755,1
13,Cz,Spectral spread,15.889988,1
7,C3,Spectral entropy,0.79794955,1
9,Oz,Average power,1.2646107e-08,1
20,P7,Spectral entropy,0.7129636,1
28,Oz,Median frequency,11.799232,0
8,Fz,Spectral entropy,0.7535453,1
