Video,Channel,Feature,Value,Label
8,FC6,Spectral spread,14.086871,0
29,O1,Spectral spread,18.740185,1
2,Fp2,Spectral spread,14.227969,0
32,P7,Spectral entropy,0.6876975,0
31,P4,Power bandwidth,18.682117,0
39,PO4,Average power,2.6592481e-08,0
30,F3,Power bandwidth,19.398737,0
27,F8,Average power,3.4869828e-08,0
34,CP5,Max power spectrum,2.161705,0
21,PO4,Spectral spread,12.616674,1
26,C3,Spectral centroid,13.410009,0
30,Fp2,Power bandwidth,8.049476,0
30,C3,Median frequency,7.8328233,0
31,Oz,Max power spectrum,0.8270243,0
18,Oz,Median frequency,8.216132,0
27,F3,Spectral entropy,0.6693175,0
16,O1,Average power,1.5529285e-08,1
39,Cz,Spectral entropy,0.68167835,0
1,T7,Spectral centroid,11.773599,0
25,Fz,Average power,1.0240202e-08,1
1,F7,Spectral centroid,11.720691,0
7,T8,Spectral centroid,11.972257,0
0,P3,Median frequency,8.682768,1
18,CP6,Spectral spread,14.349249,0
16,Cz,Spectral spread,14.970628,1
32,Oz,Max power spectrum,0.8443781,0
38,Cz,Average power,5.444782e-09,0
12,FC6,Average power,8.9438625e-09,1
29,Fp2,Spectral entropy,0.58111644,1
29,P3,Spectral centroid,13.322119,1
3,Fp2,Power bandwidth,4.533038,0
24,Pz,Average power,8.866655e-09,0
13,Pz,Max power spectrum,1.575163,0
13,P4,Average power,1.0950481e-08,0
2,Oz,Spectral centroid,13.925923,0
10,FC2,Max power spectrum,1.7004142,1
1,P8,Median frequency,8.066141,0
16,CP1,Average power,4.523055e-09,1
31,F3,Spectral spread,16.885145,0
15,CP5,Max power spectrum,1.860608,0
31,Fz,Max power spectrum,1.139144,0
21,PO4,Max power spectrum,1.9779665,1
23,Cz,Spectral spread,14.724176,0
14,T8,Spectral spread,12.564092,0
37,FC5,Average power,9.069006e-09,0
29,FC6,Max power spectrum,1.0721476,1
14,C4,Spectral entropy,0.6800087,0
13,Cz,Spectral spread,12.448743,0
7,C3,Spectral entropy,0.639767,0
9,Oz,Average power,1.1073993e-08,0
20,P7,Spectral entropy,0.72184545,0
28,Oz,Median frequency,9.299395,0
8,Fz,Spectral entropy,0.70770884,0
23,Oz,Spectral spread,14.664921,0
4,P8,Max power spectrum,1.5216069,0
19,FC6,Power bandwidth,22.681856,0
18,CP5,Average power,5.953665e-09,0
29,PO4,Max power spectrum,0.9876519,1
15,O1,Spectral spread,14.978182,0
8,AF4,Power bandwidth,11.632576,0
27,O1,Spectral centroid,14.962239,0
37,P3,Spectral centroid,11.437028,0
1,F3,Median frequency,6.499577,0
20,P3,Power bandwidth,27.6482,0
33,FC1,Average power,5.7265974e-09,0
5,Cz,Spectral spread,12.731841,0
7,C4,Average power,6.161376e-09,0
24,CP2,Power bandwidth,19.332075,0
20,Fp1,Spectral entropy,0.5436104,0
9,O2,Median frequency,9.332726,0
37,AF3,Spectral spread,13.967901,0
5,Fz,Spectral entropy,0.702445,0
16,PO4,Max power spectrum,0.905874,1
7,AF3,Spectral entropy,0.6011658,0
17,AF3,Spectral entropy,0.61625284,1
16,O1,Spectral spread,13.486802,1
0,Cz,Max power spectrum,0.8297776,1
6,CP1,Spectral spread,12.489084,0
2,P7,Spectral entropy,0.6707746,0
5,T8,Average power,9.78876e-09,0
39,C3,Spectral entropy,0.6427576,0
22,F3,Median frequency,7.8328233,0
36,FC5,Spectral centroid,13.664348,0
20,F8,Median frequency,4.2830544,0
20,F4,Spectral centroid,14.0595255,0
0,PO3,Spectral spread,14.459973,1
38,AF3,Average power,3.7296967e-08,0
17,F8,Average power,2.9997658e-08,1
3,FC1,Spectral entropy,0.6656901,0
21,CP5,Max power spectrum,1.4582,1
14,F7,Spectral entropy,0.6202533,0
32,CP5,Spectral centroid,14.2564745,0
21,P3,Max power spectrum,1.3951776,1
4,F4,Average power,6.8007044e-09,0
37,AF3,Median frequency,4.2830544,0
29,O2,Max power spectrum,0.98087275,1
9,Fp2,Power bandwidth,13.449124,0
24,P4,Average power,1.1335194e-08,0
38,FC2,Median frequency,8.782762,0
26,CP2,Median frequency,7.616171,0
7,T8,Median frequency,6.582905,0
29,FC2,Max power spectrum,2.0293572,1
2,P8,Spectral centroid,14.6284275,0
0,Fz,Spectral spread,14.857911,1
22,O2,Power bandwidth,29.481415,0
2,FC2,Spectral entropy,0.70979667,0
36,P7,Spectral centroid,13.084772,0
15,O2,Spectral centroid,13.34895,0
17,Pz,Spectral entropy,0.6534451,1
38,PO3,Spectral spread,13.758043,0
24,Fz,Power bandwidth,18.798777,0
0,PO3,Power bandwidth,22.531866,1
17,P8,Spectral entropy,0.6811156,1
28,FC5,Max power spectrum,1.4719915,0
26,CP6,Median frequency,7.982814,0
6,Oz,Median frequency,8.699433,0
7,FC6,Median frequency,6.7828918,0
30,P7,Spectral spread,13.488318,0
10,CP5,Spectral centroid,14.462135,1
33,F8,Spectral entropy,0.61380005,0
33,T7,Spectral spread,15.013282,0
12,Pz,Max power spectrum,0.81109905,1
18,C3,Median frequency,8.8160925,0
39,F8,Spectral spread,15.085596,0
36,AF4,Max power spectrum,1.9718331,0
37,CP2,Spectral centroid,13.278682,0
10,CP5,Spectral entropy,0.66322726,1
2,CP5,Spectral entropy,0.6585686,0
4,PO4,Median frequency,8.732765,0
7,CP2,Max power spectrum,1.4080524,0
14,PO3,Power bandwidth,19.115421,0
13,P8,Spectral entropy,0.6576901,0
9,Cz,Spectral entropy,0.7067808,0
23,F3,Spectral entropy,0.6578957,0
20,Fz,Power bandwidth,23.381811,0
20,P4,Spectral entropy,0.6314233,0
14,C4,Max power spectrum,0.74988,0
39,FC1,Average power,6.4077943e-09,0
1,Cz,Average power,5.6890808e-09,0
19,PO4,Power bandwidth,16.398932,0
36,PO4,Spectral entropy,0.659459,0
20,P3,Max power spectrum,1.9047927,0
24,FC2,Median frequency,8.532778,0
5,P7,Max power spectrum,1.221266,0
22,O1,Spectral centroid,16.60478,0
25,CP6,Median frequency,7.73283,1
12,Fp2,Average power,1.688512e-07,1
29,P8,Spectral spread,15.086298,1
38,T8,Median frequency,7.3495216,0
4,C4,Max power spectrum,1.0694252,0
6,Fp2,Median frequency,3.2497885,0
28,P7,Average power,1.185996e-08,0
4,O1,Spectral entropy,0.7103289,0
28,P7,Max power spectrum,0.7922551,0
5,Fp1,Median frequency,3.2331228,0
15,FC5,Spectral centroid,10.757219,0
0,FC6,Spectral centroid,13.690342,1
15,Fz,Spectral entropy,0.692833,0
3,T7,Power bandwidth,15.782306,0
28,T8,Max power spectrum,1.055706,0
19,PO3,Average power,1.638352e-08,0
